Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,8.5,1.83,1.84
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,9.5,2.02,1.59
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,6.5,1.45,2.3
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,10.5,2.25,1.47
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,5.5,1.31,2.76
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,11.5,2.66,1.33
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,REBOUNDS,3.5,2.24,1.55
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,REBOUNDS,2.5,1.57,2.05
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,THREESMADE,1.5,1.96,1.73
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,STEALS,1.5,2.35,1.51
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,11.5,1.77,1.9
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,12.5,1.92,1.66
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,13.5,2.08,1.55
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,10.5,1.76,1.92
2026-05-26,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,11.5,1.91,1.66
