Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,10.5,1.78,1.89
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,11.5,1.95,1.63
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,8.5,1.45,2.29
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,12.5,2.13,1.52
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,7.5,1.31,2.76
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,13.5,2.44,1.4
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS,14.5,2.86,1.29
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,REBOUNDS,3.5,1.99,1.7
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,REBOUNDS,4.5,2.74,1.32
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,THREESMADE,1.5,1.48,2.4
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,STEALS,1.5,1.76,1.92
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,BLOCKS,0.5,2.23,1.56
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,14.5,1.91,1.77
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,15.5,2.06,1.56
2026-05-30,Winner Of Wc Sf1 Winner Of Wc Sf2,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,12.5,1.55,2.09
