partido,partido_original,fecha,fecha_hora,equipo_local,equipo_visitante,equipo,jugador,mercado,linea,tipo,cuota,fuente,fixture_id
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Robos+Tapones,2.5,Sobre,2.19,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Robos+Tapones,2.5,Debajo,1.58,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,DobleDoble,0.5,Sobre,1.91,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,DobleDoble,0.5,Debajo,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Asistencias,9.5,Sobre,1.99,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Asistencias,9.5,Debajo,1.70,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,PuntosPrimerCuarto,5.5,Sobre,1.71,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,PuntosPrimerCuarto,5.5,Debajo,1.98,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,AsistenciasPrimerCuarto,2.5,Sobre,2.04,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,AsistenciasPrimerCuarto,2.5,Debajo,1.67,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,RebotesPrimerCuarto,1.5,Sobre,2.24,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,RebotesPrimerCuarto,1.5,Debajo,1.55,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TirosLibres,4.5,Sobre,1.93,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TirosLibres,4.5,Debajo,1.75,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TirosLibresInt,5.5,Sobre,1.91,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TirosLibresInt,5.5,Debajo,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,GolesCampo,9.5,Sobre,1.76,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,GolesCampo,9.5,Debajo,1.92,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,GolesCampoInt,20.5,Sobre,1.73,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,GolesCampoInt,20.5,Debajo,1.96,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TriplesInt,6.5,Sobre,2.06,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,TriplesInt,6.5,Debajo,1.65,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Faltas,3.5,Sobre,1.96,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Cade Cunningham,Faltas,3.5,Debajo,1.73,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos,12.5,Sobre,1.83,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos,12.5,Debajo,1.84,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Rebotes,9.5,Sobre,1.87,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Rebotes,9.5,Debajo,1.80,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Robos,0.5,Sobre,1.64,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Robos,0.5,Debajo,2.08,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Tapones,0.5,Sobre,1.56,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Tapones,0.5,Debajo,2.22,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Pérdidas,1.5,Sobre,1.90,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Pérdidas,1.5,Debajo,1.78,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos+Rebotes,22.5,Sobre,1.91,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos+Rebotes,22.5,Debajo,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos+Asistencias,14.5,Sobre,1.83,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Puntos+Asistencias,14.5,Debajo,1.84,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,PRA,24.5,Sobre,1.91,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,PRA,24.5,Debajo,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Asistencias+Rebotes,11.5,Sobre,1.89,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Asistencias+Rebotes,11.5,Debajo,1.78,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Robos+Tapones,1.5,Sobre,1.76,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Robos+Tapones,1.5,Debajo,1.92,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,DobleDoble,0.5,Sobre,2.23,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,DobleDoble,0.5,Debajo,1.56,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Asistencias,1.5,Sobre,1.64,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Asistencias,1.5,Debajo,2.09,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,PuntosPrimerCuarto,2.5,Sobre,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,PuntosPrimerCuarto,2.5,Debajo,1.90,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,RebotesPrimerCuarto,2.5,Sobre,2.27,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,RebotesPrimerCuarto,2.5,Debajo,1.54,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,TirosLibres,2.5,Sobre,1.84,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,TirosLibres,2.5,Debajo,1.83,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,TirosLibresInt,3.5,Sobre,1.79,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,TirosLibresInt,3.5,Debajo,1.88,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,GolesCampo,4.5,Sobre,1.67,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,GolesCampo,4.5,Debajo,2.04,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,GolesCampoInt,8.5,Sobre,1.90,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,GolesCampoInt,8.5,Debajo,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Faltas,3.5,Sobre,1.86,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Jalen Duren,Faltas,3.5,Debajo,1.81,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos,19.5,Sobre,1.94,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos,19.5,Debajo,1.74,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Rebotes,6.5,Sobre,1.77,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Rebotes,6.5,Debajo,1.90,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Triples,1.5,Sobre,1.67,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Triples,1.5,Debajo,2.04,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Robos,1.5,Sobre,1.73,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Robos,1.5,Debajo,1.96,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Tapones,0.5,Sobre,2.11,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Tapones,0.5,Debajo,1.63,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Pérdidas,1.5,Sobre,1.89,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Pérdidas,1.5,Debajo,1.79,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos+Rebotes,25.5,Sobre,1.78,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos+Rebotes,25.5,Debajo,1.89,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos+Asistencias,21.5,Sobre,1.94,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Puntos+Asistencias,21.5,Debajo,1.74,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,PRA,27.5,Sobre,1.78,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,PRA,27.5,Debajo,1.89,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Asistencias+Rebotes,8.5,Sobre,1.80,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Asistencias+Rebotes,8.5,Debajo,1.88,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Robos+Tapones,2.5,Sobre,2.13,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Robos+Tapones,2.5,Debajo,1.61,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,DobleDoble,0.5,Sobre,4.93,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,DobleDoble,0.5,Debajo,1.13,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Asistencias,1.5,Sobre,1.60,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,Asistencias,1.5,Debajo,2.14,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,PuntosPrimerCuarto,4.5,Sobre,1.96,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,PuntosPrimerCuarto,4.5,Debajo,1.73,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,AsistenciasPrimerCuarto,0.5,Sobre,2.30,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,AsistenciasPrimerCuarto,0.5,Debajo,1.53,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,RebotesPrimerCuarto,1.5,Sobre,1.84,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,RebotesPrimerCuarto,1.5,Debajo,1.83,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,TirosLibres,2.5,Sobre,1.66,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,TirosLibres,2.5,Debajo,2.05,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,TirosLibresInt,3.5,Sobre,1.76,dom,
Detroit Pistons - Cleveland Cavaliers,Detroit Pistons - Cleveland Cavaliers,2026-05-21,2026-05-21,Cleveland Cavaliers,Detroit Pistons,Detroit Pistons,Tobias Harris,TirosLibresInt,3.5,Debajo,1.92,dom,
