partido,partido_original,fecha,fecha_hora,equipo_local,equipo_visitante,equipo,jugador,mercado,linea,tipo,cuota,fuente,fixture_id
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,6.5,Sobre,1.76,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,6.5,Debajo,1.91,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,7.5,Sobre,1.97,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,7.5,Debajo,1.62,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,4.5,Sobre,1.34,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,4.5,Debajo,2.66,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,8.5,Sobre,2.24,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,8.5,Debajo,1.47,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,9.5,Sobre,2.63,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos,9.5,Debajo,1.34,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Rebotes,2.5,Sobre,1.56,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Rebotes,2.5,Debajo,2.22,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Triples,1.5,Sobre,2.35,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Triples,1.5,Debajo,1.50,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Triples,0.5,Sobre,1.32,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Triples,0.5,Debajo,2.74,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Pérdidas,0.5,Sobre,1.75,dom,
Oklahoma City Thunder - San Antonio Spurs,Winner Of Wc Sf1 Winner Of Wc Sf2,2026-05-26,2026-05-19 00:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Pérdidas,0.5,Debajo,1.93,dom,
