partido,partido_original,fecha,fecha_hora,equipo_local,equipo_visitante,equipo,jugador,mercado,linea,tipo,cuota,fuente,fixture_id
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,12.5,Sobre,1.82,dom,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,12.5,Debajo,1.85,dom,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,13.5,Sobre,1.99,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,13.5,Debajo,1.61,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,10.5,Sobre,1.45,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,10.5,Debajo,2.31,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,14.5,Sobre,2.24,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,14.5,Debajo,1.47,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,9.5,Sobre,1.30,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,9.5,Debajo,2.82,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,15.5,Sobre,2.60,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,15.5,Debajo,1.35,dom_alt,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,8.5,Sobre,1.97,dom,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,8.5,Debajo,1.72,dom,
Cleveland Cavaliers - New York Knicks,Winner Of Ec Sf2 Winner Of Ec Sf1,2026-05-23,2026-05-23 21:00,New York Knicks,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,9.5,Sobre,2.25,dom_alt,
