partido,partido_original,fecha,fecha_hora,equipo_local,equipo_visitante,equipo,jugador,mercado,linea,tipo,cuota,fuente,fixture_id
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,12.5,Sobre,1.83,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,12.5,Debajo,1.84,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,13.5,Sobre,2.00,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,13.5,Debajo,1.60,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,10.5,Sobre,1.46,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,10.5,Debajo,2.28,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,14.5,Sobre,2.26,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,14.5,Debajo,1.47,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,9.5,Sobre,1.31,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,9.5,Debajo,2.75,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,15.5,Sobre,2.59,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos,15.5,Debajo,1.35,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,7.5,Sobre,1.96,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,7.5,Debajo,1.73,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,8.5,Sobre,2.30,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,8.5,Debajo,1.45,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,5.5,Sobre,1.31,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Rebotes,5.5,Debajo,2.75,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Tapones,1.5,Sobre,1.71,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Tapones,1.5,Debajo,1.98,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,20.5,Sobre,1.94,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,20.5,Debajo,1.74,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,21.5,Sobre,2.08,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,21.5,Debajo,1.55,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,18.5,Sobre,1.55,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Rebotes,18.5,Debajo,2.08,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,13.5,Sobre,1.76,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,13.5,Debajo,1.91,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,14.5,Sobre,1.93,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,14.5,Debajo,1.64,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,15.5,Sobre,2.13,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Puntos+Asistencias,15.5,Debajo,1.53,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,21.5,Sobre,1.88,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,21.5,Debajo,1.79,dom,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,22.5,Sobre,2.02,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,22.5,Debajo,1.59,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,19.5,Sobre,1.57,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,19.5,Debajo,2.04,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,23.5,Sobre,2.16,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,23.5,Debajo,1.51,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,18.5,Sobre,1.45,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,18.5,Debajo,2.30,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,24.5,Sobre,2.41,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,24.5,Debajo,1.41,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,17.5,Sobre,1.35,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,17.5,Debajo,2.62,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,25.5,Sobre,2.70,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,PRA,25.5,Debajo,1.33,dom_alt,
Cleveland Cavaliers - Detroit Pistons,Winner Of E4 E5 Winner Of E1 E8,2026-05-22,2026-05-15 23:00,Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Jarrett Allen,Asistencias+Rebotes,8.5,Sobre,1.85,dom,
