partido,partido_original,fecha,fecha_hora,equipo_local,equipo_visitante,equipo,jugador,mercado,linea,tipo,cuota,fuente,fixture_id
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Triples,1.5,Debajo,1.73,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Robos,1.5,Sobre,2.35,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Robos,1.5,Debajo,1.51,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,11.5,Sobre,1.77,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,11.5,Debajo,1.90,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,12.5,Sobre,1.92,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,12.5,Debajo,1.66,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,13.5,Sobre,2.08,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Rebotes,13.5,Debajo,1.55,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,10.5,Sobre,1.76,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,10.5,Debajo,1.92,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,11.5,Sobre,1.91,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,11.5,Debajo,1.66,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,12.5,Sobre,2.11,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Puntos+Asistencias,12.5,Debajo,1.53,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,14.5,Sobre,1.93,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,14.5,Debajo,1.75,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,15.5,Sobre,2.07,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,15.5,Debajo,1.56,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,12.5,Sobre,1.57,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,12.5,Debajo,2.04,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,16.5,Sobre,2.26,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,16.5,Debajo,1.46,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,11.5,Sobre,1.43,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,11.5,Debajo,2.34,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,17.5,Sobre,2.57,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,17.5,Debajo,1.36,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,10.5,Sobre,1.33,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PRA,10.5,Debajo,2.69,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Asistencias+Rebotes,5.5,Sobre,1.97,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Asistencias+Rebotes,5.5,Debajo,1.72,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Robos+Tapones,1.5,Sobre,1.79,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Robos+Tapones,1.5,Debajo,1.88,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Asistencias,2.5,Sobre,2.29,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,Asistencias,2.5,Debajo,1.53,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PuntosPrimerCuarto,1.5,Sobre,1.71,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PuntosPrimerCuarto,1.5,Debajo,1.98,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PuntosPrimerCuarto,2.5,Sobre,2.15,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,PuntosPrimerCuarto,2.5,Debajo,1.52,dom_alt,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,RebotesPrimerCuarto,0.5,Sobre,1.87,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,RebotesPrimerCuarto,0.5,Debajo,1.80,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,TirosLibres,0.5,Sobre,1.70,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,TirosLibres,0.5,Debajo,1.99,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,TirosLibresInt,1.5,Sobre,1.84,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,TirosLibresInt,1.5,Debajo,1.83,dom,
Oklahoma City Thunder - San Antonio Spurs,Oklahoma City Thunder - San Antonio Spurs,2026-05-26,2026-05-26 21:30,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,Alex Caruso,GolesCampoInt,7.5,Sobre,2.06,dom,
