Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,8.5,1.83,1.84
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,9.5,2.02,1.59
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,6.5,1.45,2.3
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,10.5,2.25,1.47
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,5.5,1.31,2.76
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,11.5,2.66,1.33
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,REBOUNDS,3.5,2.24,1.55
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,THREESMADE,1.5,1.96,1.73
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,STEALS,1.5,2.35,1.51
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,11.5,1.77,1.9
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,12.5,1.92,1.66
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,13.5,2.08,1.55
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,10.5,1.76,1.92
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,11.5,1.91,1.66
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,12.5,2.11,1.53
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,14.5,1.93,1.75
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,15.5,2.07,1.56
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,12.5,1.57,2.04
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,16.5,2.26,1.46
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,11.5,1.43,2.34
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,17.5,2.57,1.36
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,10.5,1.33,2.69
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS+REBOUNDS,5.5,1.97,1.72
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,STEALS+BLOCKS,1.5,1.79,1.88
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS,2.5,2.29,1.53
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,FREETHROWSMADE,0.5,1.7,1.99
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,FREETHROWSATTEMPTED,1.5,1.84,1.83
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,FIELDGOALSATTEMPTED,7.5,2.06,1.65
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,THREEPOINTERSATTEMPTED,4.5,2.01,1.69
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PERSONALFOULS,2.5,1.85,1.82
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,5.5,1.79,1.88
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,6.5,2.09,1.55
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,3.5,1.43,2.35
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,7.5,2.22,1.48
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,8.5,2.72,1.32
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,REBOUNDS,2.5,2.01,1.68
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,THREESMADE,1.5,2.15,1.6
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,STEALS,0.5,1.86,1.81
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,TURNOVERS,0.5,2.14,1.61
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+REBOUNDS,8.5,1.94,1.74
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+REBOUNDS,9.5,2.11,1.53
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+ASSISTS,6.5,1.8,1.87
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS+ASSISTS,7.5,1.99,1.6
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,9.5,1.91,1.77
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,10.5,2.08,1.55
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,7.5,1.51,2.16
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,11.5,2.29,1.45
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,6.5,1.36,2.56
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PRA,12.5,2.67,1.33
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,ASSISTS+REBOUNDS,3.5,1.97,1.72
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,STEALS+BLOCKS,0.5,1.59,2.16
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,ASSISTS,0.5,1.49,2.4
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,FIELDGOALSATTEMPTED,5.5,2.03,1.68
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,THREEPOINTERSATTEMPTED,3.5,1.77,1.9
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,PERSONALFOULS,2.5,1.78,1.89
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,29.5,1.79,1.88
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,30.5,1.89,1.68
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,27.5,1.56,2.07
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,31.5,2.04,1.58
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,26.5,1.46,2.27
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,32.5,2.16,1.51
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,25.5,1.37,2.53
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,33.5,2.39,1.41
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,24.5,1.3,2.82
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS,34.5,2.65,1.34
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,REBOUNDS,3.5,1.63,2.1
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,THREESMADE,1.5,2.06,1.66
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,STEALS,1.5,2.14,1.61
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,BLOCKS,0.5,1.67,2.03
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,TURNOVERS,2.5,1.72,1.96
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,33.5,1.8,1.88
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,34.5,1.87,1.69
2026-05-26,Oklahoma City Thunder - San Antonio Spurs,Shai Gilgeous-Alexander,Oklahoma City Thunder,POINTS+REBOUNDS,31.5,1.56,2.07
