Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,26.5,1.91,1.76
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,27.5,2.02,1.59
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,24.5,1.58,2.02
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,28.5,2.14,1.52
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,23.5,1.51,2.16
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,29.5,2.36,1.42
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,22.5,1.41,2.41
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,30.5,2.66,1.34
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS,21.5,1.33,2.7
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,REBOUNDS,5.5,1.89,1.78
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,REBOUNDS,6.5,2.42,1.4
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,THREESMADE,2.5,2.32,1.52
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+REBOUNDS,31.5,1.81,1.86
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+REBOUNDS,32.5,1.9,1.67
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+REBOUNDS,29.5,1.57,2.04
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+REBOUNDS,33.5,2.07,1.56
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,34.5,1.75,1.92
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,35.5,1.86,1.71
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,32.5,1.52,2.13
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,36.5,2.02,1.59
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,37.5,2.13,1.52
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,40.5,1.81,1.86
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,41.5,1.9,1.67
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,38.5,1.53,2.12
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,42.5,2.06,1.56
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,37.5,1.48,2.23
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,43.5,2.17,1.51
2026-05-17,Detroit Pistons - Cleveland Cavaliers,Cade Cunningham,Detroit Pistons,PRA,36.5,1.39,2.46
