Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,6.5,1.76,1.91
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,7.5,1.97,1.62
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,4.5,1.34,2.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,8.5,2.24,1.47
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS,9.5,2.63,1.34
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,REBOUNDS,2.5,1.56,2.22
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,THREESMADE,1.5,2.35,1.5
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,THREESMADE,0.5,1.32,2.74
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,9.5,1.72,1.97
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,8.5,1.53,2.12
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,10.5,1.92,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+REBOUNDS,11.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,8.5,1.81,1.86
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,POINTS+ASSISTS,9.5,2.0,1.6
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,11.5,1.77,1.91
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,12.5,1.92,1.66
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,9.5,1.43,2.35
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,13.5,2.1,1.54
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,8.5,1.32,2.74
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,PRA,14.5,2.39,1.41
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS+REBOUNDS,4.5,1.73,1.96
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS+REBOUNDS,5.5,2.09,1.55
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Alex Caruso,Oklahoma City Thunder,ASSISTS,1.5,1.77,1.9
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,6.5,1.97,1.72
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,5.5,1.55,2.09
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,7.5,2.05,1.57
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,8.5,2.39,1.42
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,4.5,1.38,2.49
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,POINTS,3.5,1.33,2.68
2026-05-18,Oklahoma City Thunder - San Antonio Spurs,Luguentz Dort,Oklahoma City Thunder,REBOUNDS,2.5,1.99,1.7
