Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,16.5,1.76,1.92
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,17.5,1.9,1.67
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,14.5,1.46,2.27
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,18.5,2.11,1.53
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,13.5,1.34,2.63
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,19.5,2.29,1.45
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS,20.5,2.6,1.35
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,REBOUNDS,4.5,1.62,2.11
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,REBOUNDS,5.5,2.11,1.54
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,THREESMADE,1.5,2.23,1.56
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+REBOUNDS,22.5,1.91,1.76
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+REBOUNDS,23.5,2.01,1.59
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+REBOUNDS,20.5,1.57,2.05
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+REBOUNDS,24.5,2.14,1.52
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+ASSISTS,24.5,1.93,1.75
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+ASSISTS,25.5,2.05,1.57
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,POINTS+ASSISTS,22.5,1.57,2.05
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,29.5,1.89,1.78
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,30.5,1.98,1.61
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,27.5,1.58,2.03
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,31.5,2.1,1.54
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,26.5,1.51,2.16
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,32.5,2.31,1.44
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,25.5,1.41,2.41
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,33.5,2.55,1.37
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,PRA,24.5,1.33,2.7
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,ASSISTS+REBOUNDS,11.5,1.71,1.98
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,STEALS+BLOCKS,1.5,2.2,1.57
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,ASSISTS,6.5,1.69,2.01
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,ASSISTS,7.5,2.05,1.57
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,ASSISTS,8.5,2.73,1.32
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FREETHROWSMADE,3.5,1.67,2.04
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FREETHROWSATTEMPTED,4.5,1.74,1.94
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FIELDGOALSMADE,5.5,1.74,1.95
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FIELDGOALSMADE,6.5,2.16,1.51
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FIELDGOALSMADE,3.5,1.18,3.34
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FIELDGOALSMADE,7.5,2.91,1.24
2026-06-03,San Antonio Spurs - New York Knicks,Stephon Castle,San Antonio Spurs,FIELDGOALSMADE,2.5,1.06,4.82
