Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FIRST SCORER,0.5,8.6,1.03
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,PERSONAL FOULS,2.5,1.93,1.75
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FT ATTEMPTED,0.5,1.79,1.88
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FT MADE,0.5,1.86,1.81
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FG ATTEMPTED,7.5,2.09,1.63
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+REBOUNDS,12.5,1.55,2.08
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+REBOUNDS,14.5,1.91,1.66
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+REBOUNDS,15.5,2.09,1.54
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+REBOUNDS,13.5,1.76,1.91
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,THREESMADE,1.5,1.73,1.95
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,THREESMADE,2.5,2.81,1.3
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,TURNOVERS,0.5,1.81,1.86
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FG MADE,2.5,1.63,2.11
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,ASSISTS+REBOUNDS,6.5,1.83,1.84
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FIRST QUARTER POINTS,2.5,2.02,1.68
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FIRST QUARTER POINTS,0.5,1.54,2.09
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FIRST QUARTER POINTS,1.5,1.53,2.12
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,5.5,1.31,2.77
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,6.5,1.45,2.3
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,9.5,2.06,1.56
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,10.5,2.29,1.45
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,11.5,2.7,1.33
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,8.5,1.85,1.82
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS,7.5,1.56,2.07
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,THREE ATTEMPTED,4.5,1.68,2.01
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,REBOUNDS,6.5,2.61,1.35
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,REBOUNDS,4.5,1.56,2.07
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,REBOUNDS,5.5,2.05,1.66
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS,8.5,1.55,2.08
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS,9.5,1.74,1.94
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS,11.5,2.15,1.51
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS,10.5,1.91,1.66
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,ASSISTS,1.5,2.26,1.54
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,12.5,1.41,2.4
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,13.5,1.55,2.08
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,16.5,2.05,1.57
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,17.5,2.23,1.48
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,18.5,2.59,1.35
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,15.5,1.89,1.78
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,POINTS+ASSISTS+REBOUNDS,14.5,1.65,1.93
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Julian Champagnie,San Antonio Spurs,FIRST QUARTER REBOUNDS,1.5,2.17,1.59
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Keldon Johnson,San Antonio Spurs,POINTS,8.5,1.58,2.04
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Keldon Johnson,San Antonio Spurs,POINTS,10.5,2.02,1.59
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Keldon Johnson,San Antonio Spurs,POINTS,11.5,2.26,1.46
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Keldon Johnson,San Antonio Spurs,POINTS,12.5,2.64,1.34
2026-05-09 01:30,Minnesota Timberwolves - San Antonio Spurs,Keldon Johnson,San Antonio Spurs,POINTS,9.5,1.84,1.83
