Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jarrett Allen,Cleveland Cavaliers,POINTS+REBOUNDS,21.5,1.86,1.81
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jarrett Allen,Cleveland Cavaliers,POINTS+ASSISTS,14.5,1.83,1.84
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jarrett Allen,Cleveland Cavaliers,PRA,22.5,1.79,1.88
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jarrett Allen,Cleveland Cavaliers,ASSISTS+REBOUNDS,9.5,1.91,1.77
2026-05-11,Cleveland Cavaliers - Detroit Pistons,James Harden,Cleveland Cavaliers,POINTS+REBOUNDS,23.5,1.82,1.85
2026-05-11,Cleveland Cavaliers - Detroit Pistons,James Harden,Cleveland Cavaliers,POINTS+ASSISTS,25.5,1.84,1.83
2026-05-11,Cleveland Cavaliers - Detroit Pistons,James Harden,Cleveland Cavaliers,PRA,30.5,1.84,1.83
2026-05-11,Cleveland Cavaliers - Detroit Pistons,James Harden,Cleveland Cavaliers,ASSISTS+REBOUNDS,11.5,1.8,1.87
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Sam Merrill,Cleveland Cavaliers,POINTS+REBOUNDS,6.5,1.8,1.87
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Sam Merrill,Cleveland Cavaliers,POINTS+ASSISTS,6.5,1.96,1.73
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Sam Merrill,Cleveland Cavaliers,PRA,7.5,1.83,1.84
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Sam Merrill,Cleveland Cavaliers,ASSISTS+REBOUNDS,2.5,2.22,1.56
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Donovan Mitchell,Cleveland Cavaliers,POINTS+REBOUNDS,31.5,1.79,1.88
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Donovan Mitchell,Cleveland Cavaliers,POINTS+ASSISTS,31.5,1.88,1.79
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Donovan Mitchell,Cleveland Cavaliers,PRA,35.5,1.8,1.87
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Donovan Mitchell,Cleveland Cavaliers,ASSISTS+REBOUNDS,8.5,1.97,1.71
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Evan Mobley,Cleveland Cavaliers,POINTS+REBOUNDS,23.5,1.77,1.9
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Evan Mobley,Cleveland Cavaliers,POINTS+ASSISTS,18.5,1.78,1.89
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Evan Mobley,Cleveland Cavaliers,PRA,27.5,1.89,1.78
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Evan Mobley,Cleveland Cavaliers,ASSISTS+REBOUNDS,11.5,1.83,1.84
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dennis Schroder,Cleveland Cavaliers,POINTS+REBOUNDS,8.5,1.94,1.74
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dennis Schroder,Cleveland Cavaliers,POINTS+ASSISTS,9.5,1.96,1.73
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dennis Schroder,Cleveland Cavaliers,PRA,10.5,1.74,1.95
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dennis Schroder,Cleveland Cavaliers,ASSISTS+REBOUNDS,4.5,1.96,1.73
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Max Strus,Cleveland Cavaliers,POINTS+REBOUNDS,12.5,1.77,1.91
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Max Strus,Cleveland Cavaliers,POINTS+ASSISTS,10.5,1.81,1.86
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Max Strus,Cleveland Cavaliers,PRA,14.5,1.77,1.9
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Max Strus,Cleveland Cavaliers,ASSISTS+REBOUNDS,5.5,1.67,2.03
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jaylon Tyson,Cleveland Cavaliers,POINTS+REBOUNDS,9.5,1.92,1.76
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jaylon Tyson,Cleveland Cavaliers,POINTS+ASSISTS,7.5,1.86,1.81
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jaylon Tyson,Cleveland Cavaliers,PRA,10.5,1.84,1.83
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jaylon Tyson,Cleveland Cavaliers,ASSISTS+REBOUNDS,4.5,2.08,1.64
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dean Wade,Cleveland Cavaliers,POINTS+REBOUNDS,7.5,2.01,1.69
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dean Wade,Cleveland Cavaliers,POINTS+ASSISTS,4.5,1.83,1.84
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dean Wade,Cleveland Cavaliers,PRA,7.5,1.74,1.94
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Dean Wade,Cleveland Cavaliers,ASSISTS+REBOUNDS,3.5,1.67,2.04
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Cade Cunningham,Detroit Pistons,POINTS+REBOUNDS,32.5,1.87,1.8
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Cade Cunningham,Detroit Pistons,POINTS+ASSISTS,36.5,1.89,1.78
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Cade Cunningham,Detroit Pistons,PRA,41.5,1.84,1.83
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Cade Cunningham,Detroit Pistons,ASSISTS+REBOUNDS,14.5,1.92,1.75
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jalen Duren,Detroit Pistons,POINTS+REBOUNDS,23.5,1.77,1.91
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jalen Duren,Detroit Pistons,POINTS+ASSISTS,15.5,1.88,1.8
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jalen Duren,Detroit Pistons,PRA,25.5,1.77,1.9
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Jalen Duren,Detroit Pistons,ASSISTS+REBOUNDS,12.5,1.88,1.79
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Tobias Harris,Detroit Pistons,POINTS+REBOUNDS,24.5,1.82,1.85
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Tobias Harris,Detroit Pistons,POINTS+ASSISTS,20.5,1.93,1.75
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Tobias Harris,Detroit Pistons,PRA,26.5,1.85,1.82
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Tobias Harris,Detroit Pistons,ASSISTS+REBOUNDS,7.5,1.67,2.03
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Daniss Jenkins,Detroit Pistons,POINTS+REBOUNDS,11.5,1.82,1.85
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Daniss Jenkins,Detroit Pistons,POINTS+ASSISTS,12.5,1.86,1.81
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Daniss Jenkins,Detroit Pistons,PRA,14.5,1.77,1.9
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Daniss Jenkins,Detroit Pistons,ASSISTS+REBOUNDS,5.5,1.89,1.78
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Caris LeVert,Detroit Pistons,POINTS+REBOUNDS,5.5,1.75,1.93
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Caris LeVert,Detroit Pistons,POINTS+ASSISTS,5.5,1.88,1.8
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Caris LeVert,Detroit Pistons,PRA,7.5,1.96,1.73
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Caris LeVert,Detroit Pistons,ASSISTS+REBOUNDS,2.5,1.75,1.93
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Duncan Robinson,Detroit Pistons,POINTS+REBOUNDS,14.5,1.85,1.82
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Duncan Robinson,Detroit Pistons,POINTS+ASSISTS,13.5,1.76,1.92
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Duncan Robinson,Detroit Pistons,PRA,16.5,1.79,1.88
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Duncan Robinson,Detroit Pistons,ASSISTS+REBOUNDS,4.5,1.71,1.97
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Isaiah Stewart,Detroit Pistons,POINTS+REBOUNDS,5.5,1.79,1.89
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Isaiah Stewart,Detroit Pistons,POINTS+ASSISTS,3.5,1.77,1.9
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Isaiah Stewart,Detroit Pistons,PRA,6.5,1.96,1.73
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Isaiah Stewart,Detroit Pistons,ASSISTS+REBOUNDS,2.5,1.79,1.88
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Ausar Thompson,Detroit Pistons,POINTS+REBOUNDS,16.5,1.93,1.75
2026-05-11,Cleveland Cavaliers - Detroit Pistons,Ausar Thompson,Detroit Pistons,POINTS+ASSISTS,12.5,1.87,1.81
