Fecha_Partido,Partido,Jugador,Equipo,Stat,Linea,Over,Under
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,12.5,1.8,1.88
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,10.5,1.45,2.29
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,13.5,1.96,1.62
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,14.5,2.2,1.49
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,9.5,1.31,2.78
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS,15.5,2.51,1.38
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,REBOUNDS,7.5,1.67,2.04
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,REBOUNDS,8.5,1.97,1.62
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,REBOUNDS,6.5,1.4,2.42
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,REBOUNDS,9.5,2.37,1.42
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,STEALS,0.5,1.55,2.24
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+REBOUNDS,20.5,1.77,1.91
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+REBOUNDS,21.5,1.89,1.67
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+REBOUNDS,18.5,1.51,2.17
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+REBOUNDS,22.5,2.09,1.55
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+ASSISTS,13.5,1.75,1.92
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+ASSISTS,14.5,1.92,1.66
2026-05-25,Cleveland Cavaliers - New York Knicks,Jarrett Allen,Cleveland Cavaliers,POINTS+ASSISTS,12.5,1.57,2.04
