partido,fecha,jugador,mercado,linea,handicap,cuota
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),25+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),26+,0.0,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),27+,0.0,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),28+,0.0,2.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),29+,0.0,2.22
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),30+,0.0,2.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),31+,0.0,2.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),32+,0.0,3.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos (hitos),33+,0.0,3.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),25+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),26+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),27+,0.0,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),28+,0.0,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),29+,0.0,2.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),30+,0.0,2.47
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),31+,0.0,2.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),32+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos (hitos),33+,0.0,3.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),17+,0.0,1.37
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),18+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),19+,0.0,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),20+,0.0,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),21+,0.0,2.02
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),22+,0.0,2.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),23+,0.0,2.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),24+,0.0,3.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos (hitos),25+,0.0,3.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),16+,0.0,1.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),17+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),18+,0.0,1.55
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),19+,0.0,1.72
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),20+,0.0,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),21+,0.0,2.18
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),22+,0.0,2.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),23+,0.0,2.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos (hitos),24+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),13+,0.0,1.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),14+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),15+,0.0,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),16+,0.0,2.07
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),17+,0.0,2.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),18+,0.0,2.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),19+,0.0,3.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),20+,0.0,4.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos (hitos),21+,0.0,4.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),11+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),13+,0.0,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),15+,0.0,2.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),17+,0.0,3.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),19+,0.0,5.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),21+,0.0,8.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),23+,0.0,11.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),25+,0.0,15.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos (hitos),27+,0.0,17.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),9+,0.0,1.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),10+,0.0,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),11+,0.0,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),12+,0.0,2.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),13+,0.0,2.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),14+,0.0,3.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),15+,0.0,4.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),16+,0.0,5.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos (hitos),17+,0.0,6.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),9+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),11+,0.0,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),13+,0.0,2.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),15+,0.0,3.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),17+,0.0,5.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),19+,0.0,8.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),21+,0.0,11.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),23+,0.0,14.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos (hitos),25+,0.0,17.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),8+,0.0,1.36
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),9+,0.0,1.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),10+,0.0,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),11+,0.0,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),12+,0.0,2.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),13+,0.0,2.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),14+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),15+,0.0,3.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),8+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),9+,0.0,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),10+,0.0,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),11+,0.0,2.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),12+,0.0,2.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),13+,0.0,3.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),14+,0.0,4.35
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos (hitos),15+,0.0,5.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),8+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),9+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),10+,0.0,1.88
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),11+,0.0,2.22
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),12+,0.0,2.67
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),13+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),14+,0.0,3.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos (hitos),15+,0.0,4.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),6+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),7+,0.0,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),8+,0.0,2.05
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),9+,0.0,2.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),10+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),11+,0.0,4.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),12+,0.0,5.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos (hitos),13+,0.0,6.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),6+,0.0,1.47
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),7+,0.0,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),8+,0.0,2.02
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),9+,0.0,2.47
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),10+,0.0,3.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),11+,0.0,3.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),12+,0.0,4.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos (hitos),13+,0.0,6.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),6+,0.0,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),7+,0.0,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),8+,0.0,2.37
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),9+,0.0,2.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),10+,0.0,3.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),11+,0.0,4.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),12+,0.0,6.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos (hitos),13+,0.0,8.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),5+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),6+,0.0,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),7+,0.0,2.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),8+,0.0,2.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),9+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos (hitos),10+,0.0,4.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),3+,0.0,1.55
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),4+,0.0,2.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),5+,0.0,2.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),6+,0.0,3.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),7+,0.0,4.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos (hitos),8+,0.0,6.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos Más/Menos,Más 26.5,26.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos Más/Menos,Menos 26.5,26.5,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos Más/Menos,Más 26.5,26.5,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos Más/Menos,Menos 26.5,26.5,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos Más/Menos,Más 19.5,19.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos Más/Menos,Menos 19.5,19.5,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos Más/Menos,Más 17.5,17.5,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos Más/Menos,Menos 17.5,17.5,2.07
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos Más/Menos,Más 14.5,14.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos Más/Menos,Menos 14.5,14.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos Más/Menos,Más 12.5,12.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos Más/Menos,Menos 12.5,12.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos Más/Menos,Más 10.5,10.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos Más/Menos,Menos 10.5,10.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos Más/Menos,Más 10.5,10.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos Más/Menos,Menos 10.5,10.5,1.83
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos Más/Menos,Más 9.5,9.5,1.88
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos Más/Menos,Menos 9.5,9.5,1.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos Más/Menos,Más 9.5,9.5,1.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos Más/Menos,Menos 9.5,9.5,1.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos Más/Menos,Más 8.5,8.5,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos Más/Menos,Menos 8.5,8.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos Más/Menos,Más 6.5,6.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Puntos Más/Menos,Menos 6.5,6.5,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos Más/Menos,Más 6.5,6.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Puntos Más/Menos,Menos 6.5,6.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos Más/Menos,Más 6.5,6.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Puntos Más/Menos,Menos 6.5,6.5,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos Más/Menos,Más 5.5,5.5,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Puntos Más/Menos,Menos 5.5,5.5,2.02
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos Más/Menos,Más 3.5,3.5,2.22
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Puntos Más/Menos,Menos 3.5,3.5,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),8+,0.0,1.31
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),9+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),10+,0.0,2.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),11+,0.0,2.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),12+,0.0,3.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),13+,0.0,5.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),14+,0.0,6.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),15+,0.0,7.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),6+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),7+,0.0,1.87
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),8+,0.0,2.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),9+,0.0,3.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),10+,0.0,6.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),11+,0.0,9.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),12+,0.0,13.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),13+,0.0,16.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),3+,0.0,1.16
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),4+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),5+,0.0,2.15
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),6+,0.0,3.35
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),7+,0.0,5.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),8+,0.0,8.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),3+,0.0,1.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),4+,0.0,1.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),5+,0.0,2.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),6+,0.0,4.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),7+,0.0,6.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),8+,0.0,8.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),2+,0.0,1.14
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),3+,0.0,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),4+,0.0,2.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),5+,0.0,4.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),2+,0.0,1.17
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),3+,0.0,1.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),4+,0.0,2.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),5+,0.0,4.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),2+,0.0,1.18
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),3+,0.0,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),4+,0.0,2.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),5+,0.0,4.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Asistencias (hitos),1+,0.0,1.04
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Asistencias (hitos),2+,0.0,1.53
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Asistencias (hitos),3+,0.0,2.67
Cleveland Cavaliers Detroit Pistons,2026-05-15,Caris LeVert,Asistencias (hitos),4+,0.0,4.55
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),1+,0.0,1.05
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),2+,0.0,1.53
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),3+,0.0,2.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),4+,0.0,4.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Asistencias (hitos),1+,0.0,1.11
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Asistencias (hitos),2+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Asistencias (hitos),3+,0.0,3.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Asistencias (hitos),4+,0.0,6.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),1+,0.0,1.12
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),2+,0.0,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),3+,0.0,3.05
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),4+,0.0,6.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Asistencias (hitos),1+,0.0,1.17
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Asistencias (hitos),2+,0.0,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Asistencias (hitos),3+,0.0,3.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Asistencias (hitos),4+,0.0,8.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Asistencias (hitos),1+,0.0,1.33
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Asistencias (hitos),2+,0.0,2.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Asistencias (hitos),3+,0.0,6.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Asistencias (hitos),4+,0.0,12.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Asistencias (hitos),1+,0.0,1.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Asistencias (hitos),2+,0.0,3.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Asistencias (hitos),3+,0.0,8.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Sam Merrill,Asistencias (hitos),4+,0.0,16.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Asistencias (hitos),1+,0.0,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Asistencias (hitos),2+,0.0,4.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Asistencias (hitos),3+,0.0,11.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dean Wade,Asistencias (hitos),4+,0.0,18.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Asistencias (hitos),1+,0.0,1.88
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Asistencias (hitos),2+,0.0,5.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Paul Reed,Asistencias (hitos),3+,0.0,13.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias Más/Menos,Más 8.5,8.5,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias Más/Menos,Menos 8.5,8.5,2.15
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias Más/Menos,Más 6.5,6.5,1.87
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias Más/Menos,Menos 6.5,6.5,1.87
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias Más/Menos,Más 4.5,4.5,2.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias Más/Menos,Menos 4.5,4.5,1.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias Más/Menos,Más 3.5,3.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias Más/Menos,Menos 3.5,3.5,1.83
