partido,fecha,jugador,mercado,linea,handicap,cuota
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),12+,0.0,1.5
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),14+,0.0,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),16+,0.0,2.57
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),18+,0.0,3.65
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),20+,0.0,5.2
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),22+,0.0,7.6
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),24+,0.0,10.5
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),26+,0.0,14.0
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos (hitos),28+,0.0,16.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),11+,0.0,1.45
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),13+,0.0,1.87
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),15+,0.0,2.6
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),17+,0.0,3.8
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),19+,0.0,5.7
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),21+,0.0,8.25
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),23+,0.0,11.75
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),25+,0.0,15.0
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos (hitos),27+,0.0,17.5
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),11+,0.0,1.5
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),12+,0.0,1.67
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),13+,0.0,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),14+,0.0,2.18
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),15+,0.0,2.55
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),16+,0.0,3.0
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),17+,0.0,3.6
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),18+,0.0,4.3
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos (hitos),19+,0.0,5.1
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),8+,0.0,1.72
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),9+,0.0,1.95
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),10+,0.0,2.47
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),11+,0.0,2.85
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),12+,0.0,3.35
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),13+,0.0,4.35
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),14+,0.0,5.2
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos (hitos),15+,0.0,6.2
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),7+,0.0,1.4
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),8+,0.0,1.55
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),9+,0.0,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),10+,0.0,2.15
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),11+,0.0,2.5
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),12+,0.0,2.95
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),13+,0.0,3.6
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos (hitos),14+,0.0,4.2
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),5+,0.0,1.5
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),6+,0.0,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),7+,0.0,2.2
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),8+,0.0,2.8
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),9+,0.0,3.6
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos (hitos),10+,0.0,4.6
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),4+,0.0,1.45
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),5+,0.0,1.55
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),6+,0.0,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),7+,0.0,2.45
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),8+,0.0,2.8
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos (hitos),9+,0.0,3.45
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),3+,0.0,1.28
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),4+,0.0,1.42
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),5+,0.0,1.75
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),6+,0.0,2.1
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),7+,0.0,2.82
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos (hitos),8+,0.0,3.5
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),3+,0.0,1.33
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),4+,0.0,1.75
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),5+,0.0,1.95
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),6+,0.0,2.5
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),7+,0.0,3.45
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos (hitos),8+,0.0,4.25
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),3+,0.0,1.44
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),4+,0.0,1.98
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),5+,0.0,2.27
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),6+,0.0,2.95
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),7+,0.0,4.15
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos (hitos),8+,0.0,5.2
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Puntos Más/Menos,Más 27.5,27.5,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Puntos Más/Menos,Menos 27.5,27.5,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Puntos Más/Menos,Más 27.5,27.5,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Puntos Más/Menos,Menos 27.5,27.5,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Puntos Más/Menos,Más 18.5,18.5,1.93
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Puntos Más/Menos,Menos 18.5,18.5,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Puntos Más/Menos,Más 16.5,16.5,1.85
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Puntos Más/Menos,Menos 16.5,16.5,1.88
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Puntos Más/Menos,Más 15.5,15.5,1.91
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Puntos Más/Menos,Menos 15.5,15.5,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Puntos Más/Menos,Más 14.5,14.5,2.0
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Puntos Más/Menos,Menos 14.5,14.5,1.75
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos Más/Menos,Más 13.5,13.5,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Puntos Más/Menos,Menos 13.5,13.5,1.85
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos Más/Menos,Más 12.5,12.5,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Puntos Más/Menos,Menos 12.5,12.5,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos Más/Menos,Más 12.5,12.5,1.87
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Puntos Más/Menos,Menos 12.5,12.5,1.87
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos Más/Menos,Más 8.5,8.5,1.93
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Puntos Más/Menos,Menos 8.5,8.5,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos Más/Menos,Más 8.5,8.5,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Puntos Más/Menos,Menos 8.5,8.5,1.93
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos Más/Menos,Más 5.5,5.5,1.98
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Puntos Más/Menos,Menos 5.5,5.5,1.78
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos Más/Menos,Más 5.5,5.5,1.93
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Puntos Más/Menos,Menos 5.5,5.5,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos Más/Menos,Más 4.5,4.5,2.1
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Puntos Más/Menos,Menos 4.5,4.5,1.67
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos Más/Menos,Más 4.5,4.5,2.2
Cleveland Cavaliers New York Knicks,2026-05-23,Mitchell Robinson,Puntos Más/Menos,Menos 4.5,4.5,1.62
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos Más/Menos,Más 3.5,3.5,1.98
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Puntos Más/Menos,Menos 3.5,3.5,1.78
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),6+,0.0,1.25
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),7+,0.0,1.55
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),8+,0.0,2.02
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),9+,0.0,2.8
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),10+,0.0,4.0
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),11+,0.0,5.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),12+,0.0,7.2
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias (hitos),13+,0.0,8.75
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),5+,0.0,1.34
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),6+,0.0,1.78
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),7+,0.0,2.5
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),8+,0.0,3.8
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),9+,0.0,5.9
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias (hitos),10+,0.0,9.25
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),3+,0.0,1.17
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),4+,0.0,1.5
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),5+,0.0,2.12
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),6+,0.0,3.3
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),7+,0.0,5.6
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias (hitos),8+,0.0,9.0
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),3+,0.0,1.19
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),4+,0.0,1.57
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),5+,0.0,2.3
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),6+,0.0,3.6
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),7+,0.0,5.7
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias (hitos),8+,0.0,8.0
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),3+,0.0,1.22
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),4+,0.0,1.6
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),5+,0.0,2.35
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),6+,0.0,3.8
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),7+,0.0,6.5
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias (hitos),8+,0.0,10.25
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),3+,0.0,1.32
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),4+,0.0,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),5+,0.0,2.9
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),6+,0.0,5.0
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),7+,0.0,8.5
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias (hitos),8+,0.0,13.5
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Asistencias (hitos),2+,0.0,1.21
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Asistencias (hitos),3+,0.0,1.7
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Asistencias (hitos),4+,0.0,2.8
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Asistencias (hitos),5+,0.0,5.0
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias (hitos),2+,0.0,1.3
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias (hitos),3+,0.0,1.95
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias (hitos),4+,0.0,3.45
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias (hitos),5+,0.0,6.5
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Asistencias (hitos),1+,0.0,1.1
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Asistencias (hitos),2+,0.0,1.6
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Asistencias (hitos),3+,0.0,2.9
Cleveland Cavaliers New York Knicks,2026-05-23,Max Strus,Asistencias (hitos),4+,0.0,5.7
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Asistencias (hitos),1+,0.0,1.19
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Asistencias (hitos),2+,0.0,1.98
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Asistencias (hitos),3+,0.0,4.1
Cleveland Cavaliers New York Knicks,2026-05-23,Sam Merrill,Asistencias (hitos),4+,0.0,8.75
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Asistencias (hitos),1+,0.0,1.2
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Asistencias (hitos),2+,0.0,2.02
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Asistencias (hitos),3+,0.0,4.2
Cleveland Cavaliers New York Knicks,2026-05-23,OG Anunoby,Asistencias (hitos),4+,0.0,9.0
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Asistencias (hitos),1+,0.0,1.31
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Asistencias (hitos),2+,0.0,2.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Asistencias (hitos),3+,0.0,5.7
Cleveland Cavaliers New York Knicks,2026-05-23,Jarrett Allen,Asistencias (hitos),4+,0.0,11.75
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Asistencias (hitos),1+,0.0,1.39
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Asistencias (hitos),2+,0.0,2.85
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Asistencias (hitos),3+,0.0,6.7
Cleveland Cavaliers New York Knicks,2026-05-23,Dean Wade,Asistencias (hitos),4+,0.0,14.0
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Asistencias (hitos),1+,0.0,1.44
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Asistencias (hitos),2+,0.0,3.1
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Asistencias (hitos),3+,0.0,7.5
Cleveland Cavaliers New York Knicks,2026-05-23,Miles McBride,Asistencias (hitos),4+,0.0,14.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jose Alvarado,Asistencias (hitos),1+,0.0,1.52
Cleveland Cavaliers New York Knicks,2026-05-23,Jose Alvarado,Asistencias (hitos),2+,0.0,3.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jose Alvarado,Asistencias (hitos),3+,0.0,8.75
Cleveland Cavaliers New York Knicks,2026-05-23,Jose Alvarado,Asistencias (hitos),4+,0.0,16.0
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Asistencias (hitos),1+,0.0,2.0
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Asistencias (hitos),2+,0.0,6.0
Cleveland Cavaliers New York Knicks,2026-05-23,Landry Shamet,Asistencias (hitos),3+,0.0,14.0
Cleveland Cavaliers New York Knicks,2026-05-23,Jordan Clarkson,Asistencias (hitos),1+,0.0,2.07
Cleveland Cavaliers New York Knicks,2026-05-23,Jordan Clarkson,Asistencias (hitos),2+,0.0,6.2
Cleveland Cavaliers New York Knicks,2026-05-23,Jordan Clarkson,Asistencias (hitos),3+,0.0,14.5
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias Más/Menos,Más 6.5,6.5,1.57
Cleveland Cavaliers New York Knicks,2026-05-23,Jalen Brunson,Asistencias Más/Menos,Menos 6.5,6.5,2.32
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias Más/Menos,Más 5.5,5.5,1.78
Cleveland Cavaliers New York Knicks,2026-05-23,James Harden,Asistencias Más/Menos,Menos 5.5,5.5,1.98
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias Más/Menos,Más 4.5,4.5,2.1
Cleveland Cavaliers New York Knicks,2026-05-23,Josh Hart,Asistencias Más/Menos,Menos 4.5,4.5,1.67
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias Más/Menos,Más 3.5,3.5,1.6
Cleveland Cavaliers New York Knicks,2026-05-23,Donovan Mitchell,Asistencias Más/Menos,Menos 3.5,3.5,2.27
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias Más/Menos,Más 3.5,3.5,1.83
Cleveland Cavaliers New York Knicks,2026-05-23,Evan Mobley,Asistencias Más/Menos,Menos 3.5,3.5,1.9
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias Más/Menos,Más 3.5,3.5,1.6
Cleveland Cavaliers New York Knicks,2026-05-23,Karl-Anthony Towns,Asistencias Más/Menos,Menos 3.5,3.5,2.25
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias Más/Menos,Más 2.5,2.5,1.95
Cleveland Cavaliers New York Knicks,2026-05-23,Mikal Bridges,Asistencias Más/Menos,Menos 2.5,2.5,1.8
Cleveland Cavaliers New York Knicks,2026-05-23,Dennis Schroder,Asistencias Más/Menos,Más 2.5,2.5,1.83
