partido,fecha,jugador,mercado,linea,handicap,cuota
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),19+,0.0,1.75
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),20+,0.0,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),21+,0.0,2.22
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),22+,0.0,2.55
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),23+,0.0,2.92
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),24+,0.0,3.4
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos (hitos),25+,0.0,3.95
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),16+,0.0,1.42
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),17+,0.0,1.55
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),18+,0.0,1.72
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),19+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),20+,0.0,2.2
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),21+,0.0,2.55
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),22+,0.0,2.95
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),23+,0.0,3.45
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos (hitos),24+,0.0,4.05
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),14+,0.0,1.34
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),15+,0.0,1.42
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),16+,0.0,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),17+,0.0,1.75
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),18+,0.0,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),19+,0.0,2.22
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),20+,0.0,2.52
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),21+,0.0,2.87
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos (hitos),22+,0.0,3.25
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),13+,0.0,1.38
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),14+,0.0,1.53
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),15+,0.0,1.7
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),16+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),17+,0.0,2.22
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),18+,0.0,2.62
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),19+,0.0,3.05
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),20+,0.0,3.6
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos (hitos),21+,0.0,4.35
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),11+,0.0,1.25
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),12+,0.0,1.37
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),13+,0.0,1.52
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),14+,0.0,1.7
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),15+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),16+,0.0,2.22
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),17+,0.0,2.57
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),18+,0.0,3.0
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos (hitos),19+,0.0,3.5
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),11+,0.0,1.35
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),12+,0.0,1.5
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),13+,0.0,1.7
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),14+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),15+,0.0,2.27
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),16+,0.0,2.7
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),17+,0.0,3.25
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),18+,0.0,3.9
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos (hitos),19+,0.0,4.8
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),10+,0.0,1.28
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),11+,0.0,1.4
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),12+,0.0,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),13+,0.0,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),14+,0.0,2.05
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),15+,0.0,2.37
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),16+,0.0,2.77
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),17+,0.0,3.25
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos (hitos),18+,0.0,3.85
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),8+,0.0,1.5
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),9+,0.0,1.72
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),10+,0.0,2.05
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),11+,0.0,2.35
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),12+,0.0,2.82
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),13+,0.0,3.45
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),14+,0.0,4.1
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos (hitos),15+,0.0,5.0
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),6+,0.0,1.29
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),7+,0.0,1.5
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),8+,0.0,1.65
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),9+,0.0,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),10+,0.0,2.35
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),11+,0.0,2.72
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),12+,0.0,3.3
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos (hitos),13+,0.0,3.95
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),6+,0.0,1.36
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),7+,0.0,1.65
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),8+,0.0,1.83
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),9+,0.0,2.15
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),10+,0.0,2.65
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),11+,0.0,3.05
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),12+,0.0,3.6
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos (hitos),13+,0.0,4.25
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),5+,0.0,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),6+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),7+,0.0,2.42
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),8+,0.0,3.05
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),9+,0.0,3.95
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos (hitos),10+,0.0,5.3
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),4+,0.0,1.34
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),5+,0.0,1.78
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),6+,0.0,2.05
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),7+,0.0,2.9
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),8+,0.0,3.65
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos (hitos),9+,0.0,5.1
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),4+,0.0,1.45
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),5+,0.0,1.83
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),6+,0.0,2.27
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),7+,0.0,2.92
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),8+,0.0,3.85
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos (hitos),9+,0.0,5.1
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),3+,0.0,1.45
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),4+,0.0,2.0
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),5+,0.0,2.3
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),6+,0.0,3.05
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),7+,0.0,4.25
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos (hitos),8+,0.0,5.3
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos (hitos),2+,0.0,1.28
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos (hitos),3+,0.0,1.5
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos (hitos),4+,0.0,2.2
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos (hitos),5+,0.0,2.45
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Puntos Más/Menos,Más 27.5,27.5,1.95
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Puntos Más/Menos,Menos 27.5,27.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Puntos Más/Menos,Más 26.5,26.5,1.85
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Puntos Más/Menos,Menos 26.5,26.5,1.9
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos Más/Menos,Más 19.5,19.5,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Puntos Más/Menos,Menos 19.5,19.5,1.78
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos Más/Menos,Más 18.5,18.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Puntos Más/Menos,Menos 18.5,18.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos Más/Menos,Más 15.5,15.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Puntos Más/Menos,Menos 15.5,15.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos Más/Menos,Más 15.5,15.5,1.6
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Puntos Más/Menos,Menos 15.5,15.5,2.27
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos Más/Menos,Más 13.5,13.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Puntos Más/Menos,Menos 13.5,13.5,1.82
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos Más/Menos,Más 13.5,13.5,1.87
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Puntos Más/Menos,Menos 13.5,13.5,1.87
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos Más/Menos,Más 12.5,12.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Puntos Más/Menos,Menos 12.5,12.5,1.95
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos Más/Menos,Más 8.5,8.5,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Puntos Más/Menos,Menos 8.5,8.5,2.3
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos Más/Menos,Más 7.5,7.5,1.82
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Puntos Más/Menos,Menos 7.5,7.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos Más/Menos,Más 6.5,6.5,1.65
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Puntos Más/Menos,Menos 6.5,6.5,2.15
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos Más/Menos,Más 5.5,5.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Puntos Más/Menos,Menos 5.5,5.5,1.82
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos Más/Menos,Más 4.5,4.5,1.78
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Puntos Más/Menos,Menos 4.5,4.5,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos Más/Menos,Más 4.5,4.5,1.98
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Puntos Más/Menos,Menos 4.5,4.5,1.78
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos Más/Menos,Más 3.5,3.5,2.0
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Puntos Más/Menos,Menos 3.5,3.5,1.75
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos Más/Menos,Más 2.5,2.5,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Puntos Más/Menos,Menos 2.5,2.5,2.3
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),6+,0.0,1.47
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),7+,0.0,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),8+,0.0,2.77
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),9+,0.0,4.2
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),10+,0.0,6.4
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),11+,0.0,9.5
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),12+,0.0,13.5
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias (hitos),13+,0.0,16.5
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),5+,0.0,1.16
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),6+,0.0,1.4
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),7+,0.0,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),8+,0.0,2.45
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),9+,0.0,3.45
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias (hitos),10+,0.0,4.8
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),4+,0.0,1.16
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),5+,0.0,1.47
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),6+,0.0,2.02
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),7+,0.0,2.87
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),8+,0.0,4.1
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias (hitos),9+,0.0,5.3
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),4+,0.0,1.31
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),5+,0.0,1.72
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),6+,0.0,2.52
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),7+,0.0,3.95
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),8+,0.0,6.5
New York Knicks Cleveland Cavaliers,2026-05-19,Josh Hart,Asistencias (hitos),9+,0.0,10.0
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),3+,0.0,1.18
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),4+,0.0,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),5+,0.0,2.32
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),6+,0.0,3.45
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),7+,0.0,5.1
New York Knicks Cleveland Cavaliers,2026-05-19,Donovan Mitchell,Asistencias (hitos),8+,0.0,6.8
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),3+,0.0,1.31
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),4+,0.0,1.83
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),5+,0.0,2.87
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),6+,0.0,4.9
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),7+,0.0,8.5
New York Knicks Cleveland Cavaliers,2026-05-19,Evan Mobley,Asistencias (hitos),8+,0.0,13.0
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Asistencias (hitos),2+,0.0,1.27
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Asistencias (hitos),3+,0.0,1.9
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Asistencias (hitos),4+,0.0,3.25
New York Knicks Cleveland Cavaliers,2026-05-19,Dennis Schroder,Asistencias (hitos),5+,0.0,6.1
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Asistencias (hitos),2+,0.0,1.27
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Asistencias (hitos),3+,0.0,1.87
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Asistencias (hitos),4+,0.0,3.2
New York Knicks Cleveland Cavaliers,2026-05-19,Mikal Bridges,Asistencias (hitos),5+,0.0,5.9
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Asistencias (hitos),1+,0.0,1.09
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Asistencias (hitos),2+,0.0,1.57
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Asistencias (hitos),3+,0.0,2.77
New York Knicks Cleveland Cavaliers,2026-05-19,Max Strus,Asistencias (hitos),4+,0.0,5.6
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Asistencias (hitos),1+,0.0,1.09
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Asistencias (hitos),2+,0.0,1.67
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Asistencias (hitos),3+,0.0,3.05
New York Knicks Cleveland Cavaliers,2026-05-19,Miles McBride,Asistencias (hitos),4+,0.0,5.4
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Asistencias (hitos),1+,0.0,1.24
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Asistencias (hitos),2+,0.0,2.18
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Asistencias (hitos),3+,0.0,4.65
New York Knicks Cleveland Cavaliers,2026-05-19,OG Anunoby,Asistencias (hitos),4+,0.0,10.0
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Asistencias (hitos),1+,0.0,1.27
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Asistencias (hitos),2+,0.0,2.35
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Asistencias (hitos),3+,0.0,5.2
New York Knicks Cleveland Cavaliers,2026-05-19,Jose Alvarado,Asistencias (hitos),4+,0.0,11.0
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Asistencias (hitos),1+,0.0,1.3
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Asistencias (hitos),2+,0.0,2.45
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Asistencias (hitos),3+,0.0,5.5
New York Knicks Cleveland Cavaliers,2026-05-19,Sam Merrill,Asistencias (hitos),4+,0.0,11.5
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Asistencias (hitos),1+,0.0,1.34
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Asistencias (hitos),2+,0.0,2.65
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Asistencias (hitos),3+,0.0,6.1
New York Knicks Cleveland Cavaliers,2026-05-19,Jarrett Allen,Asistencias (hitos),4+,0.0,13.0
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Asistencias (hitos),1+,0.0,1.62
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Asistencias (hitos),2+,0.0,3.95
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Asistencias (hitos),3+,0.0,9.75
New York Knicks Cleveland Cavaliers,2026-05-19,Jordan Clarkson,Asistencias (hitos),4+,0.0,16.5
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Asistencias (hitos),1+,0.0,1.75
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Asistencias (hitos),2+,0.0,4.65
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Asistencias (hitos),3+,0.0,11.5
New York Knicks Cleveland Cavaliers,2026-05-19,Dean Wade,Asistencias (hitos),4+,0.0,18.0
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Asistencias (hitos),1+,0.0,2.18
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Asistencias (hitos),2+,0.0,6.9
New York Knicks Cleveland Cavaliers,2026-05-19,Mitchell Robinson,Asistencias (hitos),3+,0.0,15.5
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias Más/Menos,Más 6.5,6.5,1.93
New York Knicks Cleveland Cavaliers,2026-05-19,James Harden,Asistencias Más/Menos,Menos 6.5,6.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias Más/Menos,Más 6.5,6.5,1.95
New York Knicks Cleveland Cavaliers,2026-05-19,Jalen Brunson,Asistencias Más/Menos,Menos 6.5,6.5,1.8
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias Más/Menos,Más 4.5,4.5,1.6
New York Knicks Cleveland Cavaliers,2026-05-19,Karl-Anthony Towns,Asistencias Más/Menos,Menos 4.5,4.5,2.25
