partido,jugador,mercado,linea,handicap,cuota
Philadelphia 76Ers New York Knicks,Mikal Bridges,Triples (hitos),3+,0.0,3.15
Philadelphia 76Ers New York Knicks,Mikal Bridges,Triples (hitos),4+,0.0,6.5
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples (hitos),1+,0.0,1.13
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples (hitos),2+,0.0,1.72
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples (hitos),3+,0.0,3.25
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples (hitos),4+,0.0,6.8
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples (hitos),1+,0.0,1.25
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples (hitos),2+,0.0,2.25
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples (hitos),3+,0.0,5.0
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples (hitos),4+,0.0,10.25
Philadelphia 76Ers New York Knicks,Josh Hart,Triples (hitos),1+,0.0,1.26
Philadelphia 76Ers New York Knicks,Josh Hart,Triples (hitos),2+,0.0,2.27
Philadelphia 76Ers New York Knicks,Josh Hart,Triples (hitos),3+,0.0,5.0
Philadelphia 76Ers New York Knicks,Josh Hart,Triples (hitos),4+,0.0,10.5
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples (hitos),1+,0.0,1.26
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples (hitos),2+,0.0,2.27
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples (hitos),3+,0.0,4.9
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples (hitos),4+,0.0,10.5
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples (hitos),1+,0.0,1.27
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples (hitos),2+,0.0,2.32
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples (hitos),3+,0.0,5.2
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples (hitos),4+,0.0,10.75
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples (hitos),1+,0.0,1.52
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples (hitos),2+,0.0,3.45
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples (hitos),3+,0.0,8.75
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples (hitos),4+,0.0,16.0
Philadelphia 76Ers New York Knicks,Paul George,Triples Más/Menos,Más 2.5,2.5,1.78
Philadelphia 76Ers New York Knicks,Paul George,Triples Más/Menos,Menos 2.5,2.5,1.98
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Triples Más/Menos,Más 2.5,2.5,1.95
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Triples Más/Menos,Menos 2.5,2.5,1.78
Philadelphia 76Ers New York Knicks,Jalen Brunson,Triples Más/Menos,Más 2.5,2.5,2.05
Philadelphia 76Ers New York Knicks,Jalen Brunson,Triples Más/Menos,Menos 2.5,2.5,1.72
Philadelphia 76Ers New York Knicks,OG Anunoby,Triples Más/Menos,Más 2.5,2.5,2.42
Philadelphia 76Ers New York Knicks,OG Anunoby,Triples Más/Menos,Menos 2.5,2.5,1.53
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples Más/Menos,Más 1.5,1.5,1.72
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Triples Más/Menos,Menos 1.5,1.5,2.05
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples Más/Menos,Más 1.5,1.5,2.22
Philadelphia 76Ers New York Knicks,Joel Embiid,Triples Más/Menos,Menos 1.5,1.5,1.62
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples Más/Menos,Más 1.5,1.5,2.25
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Triples Más/Menos,Menos 1.5,1.5,1.6
Philadelphia 76Ers New York Knicks,Mikal Bridges,Triples Más/Menos,Más 1.5,1.5,1.7
Philadelphia 76Ers New York Knicks,Mikal Bridges,Triples Más/Menos,Menos 1.5,1.5,2.07
Philadelphia 76Ers New York Knicks,Josh Hart,Triples Más/Menos,Más 1.5,1.5,2.25
Philadelphia 76Ers New York Knicks,Josh Hart,Triples Más/Menos,Menos 1.5,1.5,1.6
Philadelphia 76Ers New York Knicks,Miles McBride,Triples Más/Menos,Más 1.5,1.5,1.47
Philadelphia 76Ers New York Knicks,Miles McBride,Triples Más/Menos,Menos 1.5,1.5,2.55
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples Más/Menos,Más 1.5,1.5,2.3
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triples Más/Menos,Menos 1.5,1.5,1.57
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples Más/Menos,Más 0.5,0.5,1.53
Philadelphia 76Ers New York Knicks,Quentin Grimes,Triples Más/Menos,Menos 0.5,0.5,2.4
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros2 Más/Menos,Más 6.5,6.5,2.02
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros2 Más/Menos,Menos 6.5,6.5,1.75
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros2 Más/Menos,Más 6.5,6.5,2.2
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros2 Más/Menos,Menos 6.5,6.5,1.62
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros2 Más/Menos,Más 6.5,6.5,1.72
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros2 Más/Menos,Menos 6.5,6.5,2.05
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros2 Más/Menos,Más 5.5,5.5,2.07
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros2 Más/Menos,Menos 5.5,5.5,1.7
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros2 Más/Menos,Más 3.5,3.5,1.62
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros2 Más/Menos,Menos 3.5,3.5,2.2
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros2 Más/Menos,Más 3.5,3.5,2.25
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros2 Más/Menos,Menos 3.5,3.5,1.6
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros2 Más/Menos,Más 2.5,2.5,1.85
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros2 Más/Menos,Menos 2.5,2.5,1.9
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tiros2 Más/Menos,Más 2.5,2.5,1.6
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tiros2 Más/Menos,Menos 2.5,2.5,2.25
Philadelphia 76Ers New York Knicks,Paul George,Tiros2 Más/Menos,Más 2.5,2.5,1.55
Philadelphia 76Ers New York Knicks,Paul George,Tiros2 Más/Menos,Menos 2.5,2.5,2.35
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros2 Más/Menos,Más 2.5,2.5,1.7
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros2 Más/Menos,Menos 2.5,2.5,2.07
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tiros2 Más/Menos,Más 1.5,1.5,2.62
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tiros2 Más/Menos,Menos 1.5,1.5,1.45
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tiros2 Más/Menos,Más 1.5,1.5,1.88
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tiros2 Más/Menos,Menos 1.5,1.5,1.85
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros2 Más/Menos,Más 0.5,0.5,1.57
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros2 Más/Menos,Menos 0.5,0.5,2.32
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros Campo Anotados Más/Menos,Más 9.5,9.5,1.98
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros Campo Anotados Más/Menos,Menos 9.5,9.5,1.7
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros Campo Anotados Más/Menos,Más 8.5,8.5,1.8
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros Campo Anotados Más/Menos,Menos 8.5,8.5,1.88
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros Campo Anotados Más/Menos,Más 7.5,7.5,1.75
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros Campo Anotados Más/Menos,Menos 7.5,7.5,1.91
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros Campo Anotados Más/Menos,Más 6.5,6.5,1.87
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros Campo Anotados Más/Menos,Menos 6.5,6.5,1.8
Philadelphia 76Ers New York Knicks,Paul George,Tiros Campo Anotados Más/Menos,Más 5.5,5.5,1.7
Philadelphia 76Ers New York Knicks,Paul George,Tiros Campo Anotados Más/Menos,Menos 5.5,5.5,2.0
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros Campo Anotados Más/Menos,Más 5.5,5.5,1.7
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros Campo Anotados Más/Menos,Menos 5.5,5.5,1.98
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros Campo Anotados Más/Menos,Más 4.5,4.5,1.85
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros Campo Anotados Más/Menos,Menos 4.5,4.5,1.82
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tiros Campo Anotados Más/Menos,Más 4.5,4.5,2.0
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tiros Campo Anotados Más/Menos,Menos 4.5,4.5,1.7
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros Campo Anotados Más/Menos,Más 4.5,4.5,1.88
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros Campo Anotados Más/Menos,Menos 4.5,4.5,1.8
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros Campo Anotados Más/Menos,Más 4.5,4.5,1.62
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros Campo Anotados Más/Menos,Menos 4.5,4.5,2.12
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tiros Campo Anotados Más/Menos,Más 2.5,2.5,2.32
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tiros Campo Anotados Más/Menos,Menos 2.5,2.5,1.52
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros Campo Anotados Más/Menos,Más 2.5,2.5,1.65
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros Campo Anotados Más/Menos,Menos 2.5,2.5,2.05
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tiros Campo Anotados Más/Menos,Más 1.5,1.5,1.85
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tiros Campo Anotados Más/Menos,Menos 1.5,1.5,1.82
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros Libres Anotados Más/Menos,Más 6.5,6.5,1.83
Philadelphia 76Ers New York Knicks,Joel Embiid,Tiros Libres Anotados Más/Menos,Menos 6.5,6.5,1.91
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros Libres Anotados Más/Menos,Más 4.5,4.5,1.72
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tiros Libres Anotados Más/Menos,Menos 4.5,4.5,2.05
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros Libres Anotados Más/Menos,Más 4.5,4.5,1.9
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tiros Libres Anotados Más/Menos,Menos 4.5,4.5,1.85
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros Libres Anotados Más/Menos,Más 4.5,4.5,1.72
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tiros Libres Anotados Más/Menos,Menos 4.5,4.5,2.05
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros Libres Anotados Más/Menos,Más 2.5,2.5,2.27
Philadelphia 76Ers New York Knicks,OG Anunoby,Tiros Libres Anotados Más/Menos,Menos 2.5,2.5,1.6
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros Libres Anotados Más/Menos,Más 1.5,1.5,2.02
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tiros Libres Anotados Más/Menos,Menos 1.5,1.5,1.75
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros Libres Anotados Más/Menos,Más 1.5,1.5,1.91
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tiros Libres Anotados Más/Menos,Menos 1.5,1.5,1.83
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros Libres Anotados Más/Menos,Más 1.5,1.5,1.91
Philadelphia 76Ers New York Knicks,Josh Hart,Tiros Libres Anotados Más/Menos,Menos 1.5,1.5,1.82
Philadelphia 76Ers New York Knicks,Paul George,Tiros Libres Anotados Más/Menos,Más 1.5,1.5,1.62
Philadelphia 76Ers New York Knicks,Paul George,Tiros Libres Anotados Más/Menos,Menos 1.5,1.5,2.2
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros Libres Anotados Más/Menos,Más 0.5,0.5,2.47
Philadelphia 76Ers New York Knicks,Miles McBride,Tiros Libres Anotados Más/Menos,Menos 0.5,0.5,1.5
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Doble-Doble,Sí,0,10.75
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Doble-Doble,No,0,1.025
Philadelphia 76Ers New York Knicks,Joel Embiid,Doble-Doble,Sí,0,3.05
Philadelphia 76Ers New York Knicks,Joel Embiid,Doble-Doble,No,0,1.35
Philadelphia 76Ers New York Knicks,Paul George,Doble-Doble,Sí,0,8.75
Philadelphia 76Ers New York Knicks,Paul George,Doble-Doble,No,0,1.05
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Doble-Doble,Sí,0,7.4
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Doble-Doble,No,0,1.07
Philadelphia 76Ers New York Knicks,Jalen Brunson,Doble-Doble,Sí,0,7.3
Philadelphia 76Ers New York Knicks,Jalen Brunson,Doble-Doble,No,0,1.07
Philadelphia 76Ers New York Knicks,Josh Hart,Doble-Doble,Sí,0,2.87
Philadelphia 76Ers New York Knicks,Josh Hart,Doble-Doble,No,0,1.38
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Doble-Doble,Sí,0,1.47
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Doble-Doble,No,0,2.57
Philadelphia 76Ers New York Knicks,OG Anunoby,Doble-Doble,Sí,0,10.0
Philadelphia 76Ers New York Knicks,OG Anunoby,Doble-Doble,No,0,1.03
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Doble-Doble,Sí,0,13.5
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Doble-Doble,No,0,1.007
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triple-Doble,Sí,0,12.0
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Triple-Doble,No,0,1.015
Philadelphia 76Ers New York Knicks,Paul George,Robos (hitos),1+,0.0,1.18
Philadelphia 76Ers New York Knicks,Paul George,Robos (hitos),2+,0.0,1.93
Philadelphia 76Ers New York Knicks,Paul George,Robos (hitos),3+,0.0,3.9
Philadelphia 76Ers New York Knicks,Paul George,Robos (hitos),4+,0.0,8.25
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos (hitos),1+,0.0,1.3
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos (hitos),2+,0.0,2.5
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos (hitos),3+,0.0,5.7
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos (hitos),4+,0.0,12.0
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos (hitos),1+,0.0,1.37
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos (hitos),2+,0.0,2.77
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos (hitos),3+,0.0,6.5
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos (hitos),4+,0.0,13.0
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos (hitos),1+,0.0,1.42
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos (hitos),2+,0.0,3.0
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos (hitos),3+,0.0,7.2
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos (hitos),4+,0.0,14.0
Philadelphia 76Ers New York Knicks,Josh Hart,Robos (hitos),1+,0.0,1.44
Philadelphia 76Ers New York Knicks,Josh Hart,Robos (hitos),2+,0.0,3.1
Philadelphia 76Ers New York Knicks,Josh Hart,Robos (hitos),3+,0.0,7.6
Philadelphia 76Ers New York Knicks,Josh Hart,Robos (hitos),4+,0.0,14.0
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos (hitos),1+,0.0,1.6
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos (hitos),2+,0.0,3.9
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos (hitos),3+,0.0,9.75
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos (hitos),4+,0.0,16.5
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos (hitos),1+,0.0,1.75
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos (hitos),2+,0.0,4.7
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos (hitos),3+,0.0,11.75
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos (hitos),4+,0.0,18.0
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos (hitos),1+,0.0,1.8
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos (hitos),2+,0.0,5.0
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos (hitos),3+,0.0,12.5
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos (hitos),4+,0.0,18.5
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos (hitos),1+,0.0,1.8
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos (hitos),2+,0.0,5.1
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos (hitos),3+,0.0,12.5
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos (hitos),4+,0.0,18.5
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos (hitos),1+,0.0,1.9
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos (hitos),2+,0.0,5.4
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos (hitos),3+,0.0,13.0
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos (hitos),4+,0.0,18.5
Philadelphia 76Ers New York Knicks,Miles McBride,Robos (hitos),1+,0.0,2.1
Philadelphia 76Ers New York Knicks,Miles McBride,Robos (hitos),2+,0.0,6.4
Philadelphia 76Ers New York Knicks,Miles McBride,Robos (hitos),3+,0.0,14.5
Philadelphia 76Ers New York Knicks,Quentin Grimes,Robos (hitos),1+,0.0,2.1
Philadelphia 76Ers New York Knicks,Quentin Grimes,Robos (hitos),2+,0.0,6.5
Philadelphia 76Ers New York Knicks,Quentin Grimes,Robos (hitos),3+,0.0,15.0
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Robos (hitos),1+,0.0,2.3
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Robos (hitos),2+,0.0,7.5
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Robos (hitos),3+,0.0,16.0
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos Más/Menos,Más 1.5,1.5,2.72
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Robos Más/Menos,Menos 1.5,1.5,1.42
Philadelphia 76Ers New York Knicks,Paul George,Robos Más/Menos,Más 1.5,1.5,1.93
Philadelphia 76Ers New York Knicks,Paul George,Robos Más/Menos,Menos 1.5,1.5,1.82
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos Más/Menos,Más 1.5,1.5,2.45
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Robos Más/Menos,Menos 1.5,1.5,1.5
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos Más/Menos,Más 0.5,0.5,1.9
Philadelphia 76Ers New York Knicks,Joel Embiid,Robos Más/Menos,Menos 0.5,0.5,1.83
Philadelphia 76Ers New York Knicks,Quentin Grimes,Robos Más/Menos,Más 0.5,0.5,2.07
Philadelphia 76Ers New York Knicks,Quentin Grimes,Robos Más/Menos,Menos 0.5,0.5,1.7
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos Más/Menos,Más 0.5,0.5,1.44
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Robos Más/Menos,Menos 0.5,0.5,2.67
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos Más/Menos,Más 0.5,0.5,1.8
Philadelphia 76Ers New York Knicks,Mikal Bridges,Robos Más/Menos,Menos 0.5,0.5,1.93
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos Más/Menos,Más 0.5,0.5,1.75
Philadelphia 76Ers New York Knicks,Jalen Brunson,Robos Más/Menos,Menos 0.5,0.5,2.0
Philadelphia 76Ers New York Knicks,Miles McBride,Robos Más/Menos,Más 0.5,0.5,2.07
Philadelphia 76Ers New York Knicks,Miles McBride,Robos Más/Menos,Menos 0.5,0.5,1.7
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Robos Más/Menos,Más 0.5,0.5,2.3
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Robos Más/Menos,Menos 0.5,0.5,1.57
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos Más/Menos,Más 0.5,0.5,1.8
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Robos Más/Menos,Menos 0.5,0.5,1.93
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos Más/Menos,Más 0.5,0.5,1.62
Philadelphia 76Ers New York Knicks,OG Anunoby,Robos Más/Menos,Menos 0.5,0.5,2.22
Philadelphia 76Ers New York Knicks,Josh Hart,Robos Más/Menos,Más 0.5,0.5,1.45
Philadelphia 76Ers New York Knicks,Josh Hart,Robos Más/Menos,Menos 0.5,0.5,2.62
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones (hitos),1+,0.0,1.26
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones (hitos),2+,0.0,2.25
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones (hitos),3+,0.0,4.85
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones (hitos),4+,0.0,10.25
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tapones (hitos),1+,0.0,1.4
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tapones (hitos),2+,0.0,2.95
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tapones (hitos),3+,0.0,7.0
Philadelphia 76Ers New York Knicks,Karl-Anthony Towns,Tapones (hitos),4+,0.0,14.0
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tapones (hitos),1+,0.0,1.47
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tapones (hitos),2+,0.0,3.3
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tapones (hitos),3+,0.0,8.0
Philadelphia 76Ers New York Knicks,Mitchell Robinson,Tapones (hitos),4+,0.0,15.0
Philadelphia 76Ers New York Knicks,OG Anunoby,Tapones (hitos),1+,0.0,1.6
Philadelphia 76Ers New York Knicks,OG Anunoby,Tapones (hitos),2+,0.0,3.85
Philadelphia 76Ers New York Knicks,OG Anunoby,Tapones (hitos),3+,0.0,9.75
Philadelphia 76Ers New York Knicks,OG Anunoby,Tapones (hitos),4+,0.0,16.5
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tapones (hitos),1+,0.0,1.85
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tapones (hitos),2+,0.0,5.1
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tapones (hitos),3+,0.0,13.0
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tapones (hitos),1+,0.0,1.98
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tapones (hitos),2+,0.0,5.7
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tapones (hitos),3+,0.0,13.5
Philadelphia 76Ers New York Knicks,Paul George,Tapones (hitos),1+,0.0,2.07
Philadelphia 76Ers New York Knicks,Paul George,Tapones (hitos),2+,0.0,6.3
Philadelphia 76Ers New York Knicks,Paul George,Tapones (hitos),3+,0.0,14.5
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tapones (hitos),1+,0.0,2.15
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tapones (hitos),2+,0.0,7.0
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tapones (hitos),3+,0.0,15.5
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tapones (hitos),1+,0.0,2.32
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tapones (hitos),2+,0.0,7.6
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tapones (hitos),3+,0.0,16.0
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tapones (hitos),1+,0.0,3.1
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tapones (hitos),2+,0.0,11.25
Philadelphia 76Ers New York Knicks,Quentin Grimes,Tapones (hitos),3+,0.0,18.5
Philadelphia 76Ers New York Knicks,Josh Hart,Tapones (hitos),1+,0.0,3.5
Philadelphia 76Ers New York Knicks,Josh Hart,Tapones (hitos),2+,0.0,12.5
Philadelphia 76Ers New York Knicks,Miles McBride,Tapones (hitos),1+,0.0,4.0
Philadelphia 76Ers New York Knicks,Miles McBride,Tapones (hitos),2+,0.0,14.0
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tapones (hitos),1+,0.0,5.5
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tapones (hitos),2+,0.0,17.0
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones Más/Menos,Más 1.5,1.5,2.25
Philadelphia 76Ers New York Knicks,Joel Embiid,Tapones Más/Menos,Menos 1.5,1.5,1.6
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tapones Más/Menos,Más 0.5,0.5,2.3
Philadelphia 76Ers New York Knicks,VJ Edgecombe,Tapones Más/Menos,Menos 0.5,0.5,1.57
Philadelphia 76Ers New York Knicks,Paul George,Tapones Más/Menos,Más 0.5,0.5,2.05
Philadelphia 76Ers New York Knicks,Paul George,Tapones Más/Menos,Menos 0.5,0.5,1.72
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tapones Más/Menos,Más 0.5,0.5,1.85
Philadelphia 76Ers New York Knicks,Tyrese Maxey,Tapones Más/Menos,Menos 0.5,0.5,1.9
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tapones Más/Menos,Más 0.5,0.5,2.15
Philadelphia 76Ers New York Knicks,Kelly Oubre Jr.,Tapones Más/Menos,Menos 0.5,0.5,1.65
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tapones Más/Menos,Más 0.5,0.5,1.98
Philadelphia 76Ers New York Knicks,Mikal Bridges,Tapones Más/Menos,Menos 0.5,0.5,1.78
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tapones Más/Menos,Más 0.5,0.5,5.1
Philadelphia 76Ers New York Knicks,Jalen Brunson,Tapones Más/Menos,Menos 0.5,0.5,1.14
Philadelphia 76Ers New York Knicks,Josh Hart,Tapones Más/Menos,Más 0.5,0.5,3.4
Philadelphia 76Ers New York Knicks,Josh Hart,Tapones Más/Menos,Menos 0.5,0.5,1.29
