partido,jugador,mercado,linea,handicap,cuota
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),10+,0.0,2.05
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),11+,0.0,2.75
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),12+,0.0,3.85
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),13+,0.0,5.5
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),14+,0.0,7.8
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),15+,0.0,10.75
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes (hitos),16+,0.0,14.0
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),8+,0.0,1.42
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),9+,0.0,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),10+,0.0,2.32
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),11+,0.0,3.15
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),12+,0.0,4.35
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),13+,0.0,5.8
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),14+,0.0,7.5
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes (hitos),15+,0.0,9.25
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),6+,0.0,1.39
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),7+,0.0,1.78
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),8+,0.0,2.45
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),9+,0.0,3.6
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),10+,0.0,5.4
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),11+,0.0,8.25
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),12+,0.0,11.75
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes (hitos),13+,0.0,15.5
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),4+,0.0,1.44
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),5+,0.0,1.98
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),6+,0.0,3.0
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),7+,0.0,4.85
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),8+,0.0,7.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes (hitos),9+,0.0,12.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),4+,0.0,1.52
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),5+,0.0,2.18
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),6+,0.0,3.45
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),7+,0.0,5.6
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),8+,0.0,9.25
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes (hitos),9+,0.0,13.0
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),4+,0.0,1.53
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),5+,0.0,2.2
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),6+,0.0,3.45
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),7+,0.0,5.7
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),8+,0.0,9.25
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes (hitos),9+,0.0,13.5
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),3+,0.0,1.15
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),4+,0.0,1.5
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),5+,0.0,2.12
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),6+,0.0,3.25
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),7+,0.0,4.9
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes (hitos),8+,0.0,6.9
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),3+,0.0,1.44
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),4+,0.0,2.1
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),5+,0.0,3.5
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),6+,0.0,6.0
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),7+,0.0,10.0
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes (hitos),8+,0.0,14.5
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),3+,0.0,1.45
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),4+,0.0,2.18
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),5+,0.0,3.65
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),6+,0.0,6.4
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),7+,0.0,10.75
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes (hitos),8+,0.0,15.0
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),3+,0.0,1.52
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),4+,0.0,2.3
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),5+,0.0,3.85
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),6+,0.0,6.9
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),7+,0.0,11.25
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes (hitos),8+,0.0,15.5
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes (hitos),2+,0.0,1.2
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes (hitos),3+,0.0,1.67
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes (hitos),4+,0.0,2.65
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes (hitos),5+,0.0,4.75
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes (hitos),2+,0.0,1.22
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes (hitos),3+,0.0,1.8
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes (hitos),4+,0.0,2.95
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes (hitos),5+,0.0,5.0
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes (hitos),2+,0.0,1.22
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes (hitos),3+,0.0,1.72
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes (hitos),4+,0.0,2.82
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes (hitos),5+,0.0,5.1
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes (hitos),2+,0.0,1.3
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes (hitos),3+,0.0,1.95
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes (hitos),4+,0.0,3.45
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes (hitos),5+,0.0,6.5
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes (hitos),1+,0.0,1.21
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes (hitos),2+,0.0,2.07
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes (hitos),3+,0.0,4.35
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes (hitos),4+,0.0,9.25
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes (hitos),1+,0.0,1.33
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes (hitos),2+,0.0,2.6
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes (hitos),3+,0.0,6.0
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes (hitos),4+,0.0,12.0
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Rebotes Más/Menos,Más 9.5,9.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Rebotes Más/Menos,Menos 9.5,9.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes Más/Menos,Más 9.5,9.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Rebotes Más/Menos,Menos 9.5,9.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes Más/Menos,Más 8.5,8.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Rebotes Más/Menos,Menos 8.5,8.5,1.98
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes Más/Menos,Más 6.5,6.5,1.8
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Rebotes Más/Menos,Menos 6.5,6.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes Más/Menos,Más 4.5,4.5,2.35
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Rebotes Más/Menos,Menos 4.5,4.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes Más/Menos,Más 4.5,4.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Rebotes Más/Menos,Menos 4.5,4.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes Más/Menos,Más 4.5,4.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Rebotes Más/Menos,Menos 4.5,4.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes Más/Menos,Más 3.5,3.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Rebotes Más/Menos,Menos 3.5,3.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes Más/Menos,Más 3.5,3.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Rebotes Más/Menos,Menos 3.5,3.5,2.47
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes Más/Menos,Más 3.5,3.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Rebotes Más/Menos,Menos 3.5,3.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes Más/Menos,Más 3.5,3.5,2.27
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Rebotes Más/Menos,Menos 3.5,3.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes Más/Menos,Más 2.5,2.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Rebotes Más/Menos,Menos 2.5,2.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes Más/Menos,Más 2.5,2.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Rebotes Más/Menos,Menos 2.5,2.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes Más/Menos,Más 2.5,2.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Rebotes Más/Menos,Menos 2.5,2.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes Más/Menos,Más 2.5,2.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Rebotes Más/Menos,Menos 2.5,2.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes Más/Menos,Más 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Rebotes Más/Menos,Menos 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes Más/Menos,Más 1.5,1.5,2.55
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Rebotes Más/Menos,Menos 1.5,1.5,1.47
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples (hitos),2+,0.0,1.29
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples (hitos),3+,0.0,1.91
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples (hitos),4+,0.0,3.35
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples (hitos),5+,0.0,6.3
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples (hitos),2+,0.0,1.38
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples (hitos),3+,0.0,2.22
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples (hitos),4+,0.0,4.1
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples (hitos),5+,0.0,7.9
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples (hitos),1+,0.0,1.08
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples (hitos),2+,0.0,1.53
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples (hitos),3+,0.0,2.67
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples (hitos),4+,0.0,5.3
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples (hitos),1+,0.0,1.15
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples (hitos),2+,0.0,1.82
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples (hitos),3+,0.0,3.6
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples (hitos),4+,0.0,7.7
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples (hitos),1+,0.0,1.18
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples (hitos),2+,0.0,1.9
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples (hitos),3+,0.0,3.8
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples (hitos),4+,0.0,8.0
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples (hitos),1+,0.0,1.18
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples (hitos),2+,0.0,1.98
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples (hitos),3+,0.0,4.05
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples (hitos),4+,0.0,8.5
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples (hitos),1+,0.0,1.2
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples (hitos),2+,0.0,1.98
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples (hitos),3+,0.0,4.05
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples (hitos),4+,0.0,8.75
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples (hitos),1+,0.0,1.21
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples (hitos),2+,0.0,2.1
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples (hitos),3+,0.0,4.4
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples (hitos),4+,0.0,9.5
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples (hitos),1+,0.0,1.24
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples (hitos),2+,0.0,2.2
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples (hitos),3+,0.0,4.9
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples (hitos),4+,0.0,10.25
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples (hitos),1+,0.0,1.25
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples (hitos),2+,0.0,2.22
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples (hitos),3+,0.0,4.85
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples (hitos),4+,0.0,10.25
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples (hitos),1+,0.0,1.35
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples (hitos),2+,0.0,2.7
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples (hitos),3+,0.0,6.3
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples (hitos),4+,0.0,13.0
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples (hitos),1+,0.0,1.36
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples (hitos),2+,0.0,2.72
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples (hitos),3+,0.0,6.4
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples (hitos),4+,0.0,13.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples (hitos),1+,0.0,1.44
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples (hitos),2+,0.0,3.1
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples (hitos),3+,0.0,7.7
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples (hitos),4+,0.0,14.5
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples (hitos),1+,0.0,1.53
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples (hitos),2+,0.0,3.55
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples (hitos),3+,0.0,8.75
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples (hitos),4+,0.0,16.0
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples Más/Menos,Más 2.5,2.5,2.1
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Triples Más/Menos,Menos 2.5,2.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples Más/Menos,Más 2.5,2.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Triples Más/Menos,Menos 2.5,2.5,1.62
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples Más/Menos,Más 1.5,1.5,1.95
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Triples Más/Menos,Menos 1.5,1.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples Más/Menos,Más 1.5,1.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Triples Más/Menos,Menos 1.5,1.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples Más/Menos,Más 1.5,1.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Triples Más/Menos,Menos 1.5,1.5,2.35
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples Más/Menos,Más 1.5,1.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Triples Más/Menos,Menos 1.5,1.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples Más/Menos,Más 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Triples Más/Menos,Menos 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples Más/Menos,Más 1.5,1.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Triples Más/Menos,Menos 1.5,1.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples Más/Menos,Más 1.5,1.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Triples Más/Menos,Menos 1.5,1.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples Más/Menos,Más 1.5,1.5,2.65
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Triples Más/Menos,Menos 1.5,1.5,1.45
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples Más/Menos,Más 1.5,1.5,2.67
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Triples Más/Menos,Menos 1.5,1.5,1.44
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples Más/Menos,Más 1.5,1.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Triples Más/Menos,Menos 1.5,1.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples Más/Menos,Más 0.5,0.5,1.45
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Triples Más/Menos,Menos 0.5,0.5,2.62
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples Más/Menos,Más 0.5,0.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Triples Más/Menos,Menos 0.5,0.5,2.37
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Tiros2 Más/Menos,Más 8.5,8.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Tiros2 Más/Menos,Menos 8.5,8.5,1.75
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Tiros2 Más/Menos,Más 6.5,6.5,1.78
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Tiros2 Más/Menos,Menos 6.5,6.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Tiros2 Más/Menos,Más 4.5,4.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Tiros2 Más/Menos,Menos 4.5,4.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Tiros2 Más/Menos,Más 4.5,4.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Tiros2 Más/Menos,Menos 4.5,4.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Tiros2 Más/Menos,Más 4.5,4.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Tiros2 Más/Menos,Menos 4.5,4.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Tiros2 Más/Menos,Más 4.5,4.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Tiros2 Más/Menos,Menos 4.5,4.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Tiros2 Más/Menos,Más 3.5,3.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Tiros2 Más/Menos,Menos 3.5,3.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Tiros2 Más/Menos,Más 2.5,2.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Tiros2 Más/Menos,Menos 2.5,2.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Tiros2 Más/Menos,Más 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Tiros2 Más/Menos,Menos 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Tiros2 Más/Menos,Más 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Tiros2 Más/Menos,Menos 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Tiros2 Más/Menos,Más 1.5,1.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Tiros2 Más/Menos,Menos 1.5,1.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Tiros2 Más/Menos,Más 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Tiros2 Más/Menos,Menos 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Tiros2 Más/Menos,Más 1.5,1.5,2.5
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Tiros2 Más/Menos,Menos 1.5,1.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Tiros2 Más/Menos,Más 0.5,0.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Tiros2 Más/Menos,Menos 0.5,0.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Tiros2 Más/Menos,Más 0.5,0.5,2.32
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Tiros2 Más/Menos,Menos 0.5,0.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Tiros2 Más/Menos,Más 0.5,0.5,1.47
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Tiros2 Más/Menos,Menos 0.5,0.5,2.57
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Tiros Campo Anotados Más/Menos,Más 9.5,9.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Tiros Campo Anotados Más/Menos,Menos 9.5,9.5,1.93
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Tiros Campo Anotados Más/Menos,Más 8.5,8.5,1.91
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Tiros Campo Anotados Más/Menos,Menos 8.5,8.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Tiros Campo Anotados Más/Menos,Más 6.5,6.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Tiros Campo Anotados Más/Menos,Menos 6.5,6.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Tiros Campo Anotados Más/Menos,Más 6.5,6.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Tiros Campo Anotados Más/Menos,Menos 6.5,6.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Tiros Campo Anotados Más/Menos,Más 6.5,6.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Tiros Campo Anotados Más/Menos,Menos 6.5,6.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Tiros Campo Anotados Más/Menos,Más 5.5,5.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Tiros Campo Anotados Más/Menos,Menos 5.5,5.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Tiros Campo Anotados Más/Menos,Más 4.5,4.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Tiros Campo Anotados Más/Menos,Menos 4.5,4.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Tiros Campo Anotados Más/Menos,Más 3.5,3.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Tiros Campo Anotados Más/Menos,Menos 3.5,3.5,1.91
