player_name,prop_type,matchup,line,over_price,under_price,min_L5,reb_chances_L5,reb_L5,touches_L5,passes_L5,ast_L5,usage_L5,fga_L5,pts_L5,fg3a_L5,fg3m_L5,brecha_reb,brecha_ast,pred_reb,pred_ast,pred_pts,pred_3pt,prediccion_ludo,diferencia,diferencia_abs
Bruce Brown,PTS,Denver Nuggets @ Minnesota Timberwolves,6.5,1.86,1.91,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,8.9,2.4000000000000004,2.4000000000000004
Mike Conley,PTS,Denver Nuggets @ Minnesota Timberwolves,4.5,1.76,2.02,10.5200000166893,2.4,0.6,22.4,19.4,2.4,0.1198,2.0,2.4,0.8,0.4,1.7999999999999998,17.0,1.330614,2.482709,4.117015,0.47416398,4.1,-0.40000000000000036,0.40000000000000036
Jamal Murray,PA,Denver Nuggets @ Minnesota Timberwolves,33.5,1.9,1.84,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,31.8,-1.6999999999999993,1.6999999999999993
Julius Randle,PA,Denver Nuggets @ Minnesota Timberwolves,27.5,1.95,1.8,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,23.0,-4.5,4.5
Ayo Dosunmu,PA,Denver Nuggets @ Minnesota Timberwolves,24.5,1.93,1.82,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,22.6,-1.8999999999999986,1.8999999999999986
Jaden McDaniels,PA,Denver Nuggets @ Minnesota Timberwolves,20.5,1.88,1.87,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,16.9,-3.6000000000000014,3.6000000000000014
Naz Reid,PA,Denver Nuggets @ Minnesota Timberwolves,14.5,1.9,1.85,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,12.7,-1.8000000000000007,1.8000000000000007
Bones Hyland,PA,Denver Nuggets @ Minnesota Timberwolves,14.5,1.91,1.83,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,11.2,-3.3000000000000007,3.3000000000000007
Cameron Johnson,PA,Denver Nuggets @ Minnesota Timberwolves,13.5,1.87,1.88,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,13.3,-0.1999999999999993,0.1999999999999993
Christian Braun,PA,Denver Nuggets @ Minnesota Timberwolves,13.5,1.93,1.83,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,11.8,-1.6999999999999993,1.6999999999999993
Rudy Gobert,PA,Denver Nuggets @ Minnesota Timberwolves,10.5,1.85,1.9,33.3199993133545,18.0,10.2,45.6,37.4,2.0,0.1056,6.0,7.2,0.2,0.0,7.800000000000001,35.4,8.263651,1.9787625,9.409951,0.09195658,11.4,0.9000000000000004,0.9000000000000004
Bruce Brown,PA,Denver Nuggets @ Minnesota Timberwolves,8.5,1.92,1.83,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,10.8,2.3000000000000007,2.3000000000000007
Jamal Murray,PR,Denver Nuggets @ Minnesota Timberwolves,31.5,1.92,1.83,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,31.5,0.0,0.0
Julius Randle,PR,Denver Nuggets @ Minnesota Timberwolves,29.5,1.86,1.88,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,26.8,-2.6999999999999993,2.6999999999999993
Ayo Dosunmu,PR,Denver Nuggets @ Minnesota Timberwolves,24.5,1.9,1.84,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,22.2,-2.3000000000000007,2.3000000000000007
Jaden McDaniels,PR,Denver Nuggets @ Minnesota Timberwolves,22.5,1.82,1.93,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,19.6,-2.8999999999999986,2.8999999999999986
Rudy Gobert,PR,Denver Nuggets @ Minnesota Timberwolves,19.5,1.79,1.97,33.3199993133545,18.0,10.2,45.6,37.4,2.0,0.1056,6.0,7.2,0.2,0.0,7.800000000000001,35.4,8.263651,1.9787625,9.409951,0.09195658,17.7,-1.8000000000000007,1.8000000000000007
Naz Reid,PR,Denver Nuggets @ Minnesota Timberwolves,18.5,1.83,1.91,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,16.8,-1.6999999999999993,1.6999999999999993
Aaron Gordon,PR,Denver Nuggets @ Minnesota Timberwolves,17.5,1.93,1.81,28.5800003051758,8.0,5.4,47.8,35.0,3.6,0.1796,10.0,12.6,5.0,1.4,2.5999999999999996,31.4,4.6600866,3.3858807,13.721418,1.7202485,18.4,0.8999999999999986,0.8999999999999986
Christian Braun,PR,Denver Nuggets @ Minnesota Timberwolves,15.5,1.81,1.94,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,14.2,-1.3000000000000007,1.3000000000000007
Cameron Johnson,PR,Denver Nuggets @ Minnesota Timberwolves,14.5,1.85,1.89,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,14.4,-0.09999999999999964,0.09999999999999964
Bones Hyland,PR,Denver Nuggets @ Minnesota Timberwolves,13.5,1.91,1.83,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,10.6,-2.9000000000000004,2.9000000000000004
Bruce Brown,PR,Denver Nuggets @ Minnesota Timberwolves,10.5,1.95,1.79,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,12.2,1.6999999999999993,1.6999999999999993
Jamal Murray,PRA,Denver Nuggets @ Minnesota Timberwolves,38.5,1.88,1.86,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,37.1,-1.3999999999999986,1.3999999999999986
Julius Randle,PRA,Denver Nuggets @ Minnesota Timberwolves,34.5,1.88,1.85,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,30.5,-4.0,4.0
Ayo Dosunmu,PRA,Denver Nuggets @ Minnesota Timberwolves,28.5,1.83,1.93,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,25.9,-2.6000000000000014,2.6000000000000014
Jaden McDaniels,PRA,Denver Nuggets @ Minnesota Timberwolves,25.5,1.87,1.87,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,22.1,-3.3999999999999986,3.3999999999999986
Rudy Gobert,PRA,Denver Nuggets @ Minnesota Timberwolves,21.5,1.88,1.87,33.3199993133545,18.0,10.2,45.6,37.4,2.0,0.1056,6.0,7.2,0.2,0.0,7.800000000000001,35.4,8.263651,1.9787625,9.409951,0.09195658,19.7,-1.8000000000000007,1.8000000000000007
Naz Reid,PRA,Denver Nuggets @ Minnesota Timberwolves,20.5,1.86,1.88,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,18.8,-1.6999999999999993,1.6999999999999993
Christian Braun,PRA,Denver Nuggets @ Minnesota Timberwolves,18.5,1.93,1.83,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,16.3,-2.1999999999999993,2.1999999999999993
Cameron Johnson,PRA,Denver Nuggets @ Minnesota Timberwolves,16.5,1.79,1.95,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,16.3,-0.1999999999999993,0.1999999999999993
Bones Hyland,PRA,Denver Nuggets @ Minnesota Timberwolves,16.5,1.84,1.91,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,13.0,-3.5,3.5
Bruce Brown,PRA,Denver Nuggets @ Minnesota Timberwolves,12.5,1.99,1.76,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,14.2,1.6999999999999993,1.6999999999999993
Rudy Gobert,REB,Denver Nuggets @ Minnesota Timberwolves,10.5,1.85,1.89,33.3199993133545,18.0,10.2,45.6,37.4,2.0,0.1056,6.0,7.2,0.2,0.0,7.800000000000001,35.4,8.263651,1.9787625,9.409951,0.09195658,8.3,-2.1999999999999993,2.1999999999999993
Julius Randle,REB,Denver Nuggets @ Minnesota Timberwolves,6.5,1.68,2.11,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,7.5,1.0,1.0
Naz Reid,REB,Denver Nuggets @ Minnesota Timberwolves,5.5,1.68,2.11,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,6.1,0.5999999999999996,0.5999999999999996
Jaden McDaniels,REB,Denver Nuggets @ Minnesota Timberwolves,4.5,1.74,2.03,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,5.3,0.7999999999999998,0.7999999999999998
Jamal Murray,REB,Denver Nuggets @ Minnesota Timberwolves,4.5,1.75,2.02,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,5.3,0.7999999999999998,0.7999999999999998
Christian Braun,REB,Denver Nuggets @ Minnesota Timberwolves,4.5,1.78,1.98,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,4.5,0.0,0.0
Aaron Gordon,REB,Denver Nuggets @ Minnesota Timberwolves,4.5,1.85,1.9,28.5800003051758,8.0,5.4,47.8,35.0,3.6,0.1796,10.0,12.6,5.0,1.4,2.5999999999999996,31.4,4.6600866,3.3858807,13.721418,1.7202485,4.7,0.20000000000000018,0.20000000000000018
Ayo Dosunmu,REB,Denver Nuggets @ Minnesota Timberwolves,4.5,1.89,1.85,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,3.3,-1.2000000000000002,1.2000000000000002
Bruce Brown,REB,Denver Nuggets @ Minnesota Timberwolves,3.5,1.97,1.78,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,3.3,-0.20000000000000018,0.20000000000000018
Cameron Johnson,REB,Denver Nuggets @ Minnesota Timberwolves,3.5,2.21,1.62,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,2.9,-0.6000000000000001,0.6000000000000001
Bones Hyland,REB,Denver Nuggets @ Minnesota Timberwolves,2.5,2.38,1.55,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,1.7,-0.8,0.8
Rudy Gobert,RA,Denver Nuggets @ Minnesota Timberwolves,12.5,2.0,1.76,33.3199993133545,18.0,10.2,45.6,37.4,2.0,0.1056,6.0,7.2,0.2,0.0,7.800000000000001,35.4,8.263651,1.9787625,9.409951,0.09195658,10.2,-2.3000000000000007,2.3000000000000007
Julius Randle,RA,Denver Nuggets @ Minnesota Timberwolves,11.5,1.76,1.99,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,11.2,-0.3000000000000007,0.3000000000000007
Jamal Murray,RA,Denver Nuggets @ Minnesota Timberwolves,11.5,1.77,1.99,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,10.8,-0.6999999999999993,0.6999999999999993
Ayo Dosunmu,RA,Denver Nuggets @ Minnesota Timberwolves,9.5,2.09,1.7,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,7.0,-2.5,2.5
Naz Reid,RA,Denver Nuggets @ Minnesota Timberwolves,7.5,1.79,1.97,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,8.1,0.5999999999999996,0.5999999999999996
Jaden McDaniels,RA,Denver Nuggets @ Minnesota Timberwolves,7.5,1.88,1.87,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,7.8,0.2999999999999998,0.2999999999999998
Christian Braun,RA,Denver Nuggets @ Minnesota Timberwolves,7.5,2.08,1.7,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,6.5,-1.0,1.0
Cameron Johnson,RA,Denver Nuggets @ Minnesota Timberwolves,5.5,1.94,1.81,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,4.8,-0.7000000000000002,0.7000000000000002
Bones Hyland,RA,Denver Nuggets @ Minnesota Timberwolves,5.5,2.07,1.71,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,4.1,-1.4000000000000004,1.4000000000000004
Bruce Brown,RA,Denver Nuggets @ Minnesota Timberwolves,5.5,2.07,1.71,20.3600002288818,6.4,3.0,34.6,26.0,1.8,0.168,6.4,7.4,2.0,0.6,3.4000000000000004,24.2,3.3409991,1.9602386,8.850271,0.79659444,5.3,-0.20000000000000018,0.20000000000000018
Jamal Murray,3PT,Denver Nuggets @ Minnesota Timberwolves,3.5,2.3,1.58,39.5800003051758,9.8,4.8,81.8,51.2,6.0,0.296,22.4,26.0,8.0,2.2,5.000000000000001,45.2,5.2984176,5.5468044,26.225372,2.8725631,2.9,-0.6000000000000001,0.6000000000000001
Ayo Dosunmu,3PT,Denver Nuggets @ Minnesota Timberwolves,2.5,2.46,1.52,32.4799995422363,6.0,2.8,60.0,42.2,4.0,0.1972,12.8,21.8,4.4,2.4,3.2,38.2,3.3079355,3.6633182,18.931726,1.8416673,1.8,-0.7,0.7
Bones Hyland,3PT,Denver Nuggets @ Minnesota Timberwolves,1.5,1.58,2.3,14.6400001525879,2.6,1.4,38.0,29.2,2.0,0.2264,6.2,8.4,4.2,1.6,1.2000000000000002,27.2,1.707893,2.3820648,8.862228,1.3709975,1.4,-0.10000000000000009,0.10000000000000009
Cameron Johnson,3PT,Denver Nuggets @ Minnesota Timberwolves,1.5,1.64,2.19,29.4400001525879,6.0,2.2,34.0,21.8,2.2,0.1556,9.4,11.6,5.0,1.2,3.8,19.6,2.9330206,1.8978354,11.420568,1.7163926,1.7,0.19999999999999996,0.19999999999999996
Naz Reid,3PT,Denver Nuggets @ Minnesota Timberwolves,1.5,1.94,1.81,22.7599998474121,9.8,7.0,43.0,31.0,1.6,0.2008,9.2,10.0,3.8,1.2,2.8000000000000007,29.4,6.12134,1.9823312,10.698504,1.4283499,1.4,-0.10000000000000009,0.10000000000000009
Jaden McDaniels,3PT,Denver Nuggets @ Minnesota Timberwolves,1.5,2.01,1.75,34.3400001525879,9.6,6.2,51.2,33.2,2.6,0.1968,12.8,15.0,2.8,0.2,3.3999999999999995,30.6,5.257716,2.514786,14.338,0.891618,0.9,-0.6,0.6
Julius Randle,3PT,Denver Nuggets @ Minnesota Timberwolves,1.5,2.04,1.73,32.9600006103516,13.6,8.0,55.2,33.2,4.0,0.2688,15.2,19.4,3.0,0.8,5.6,29.200000000000003,7.4850636,3.6901684,19.328138,1.0653532,1.1,-0.3999999999999999,0.3999999999999999
Christian Braun,3PT,Denver Nuggets @ Minnesota Timberwolves,0.5,1.41,2.81,31.8800006866455,9.4,4.0,42.4,33.0,2.0,0.116,6.4,9.4,2.0,1.0,5.4,31.0,4.490181,2.0257742,9.7347975,0.8425962,0.8,0.30000000000000004,0.30000000000000004
