player_name,prop_type,matchup,line,over_price,under_price,min_L5,reb_chances_L5,reb_L5,touches_L5,passes_L5,ast_L5,usage_L5,fga_L5,pts_L5,fg3a_L5,fg3m_L5,brecha_reb,brecha_ast,pred_reb,pred_ast,pred_pts,pred_3pt,prediccion_ludo,diferencia,diferencia_abs
Paolo Banchero,AST,Orlando Magic @ Detroit Pistons,6.5,1.71,2.1,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,7.8,1.2999999999999998,1.2999999999999998
Cade Cunningham,AST,Orlando Magic @ Detroit Pistons,5.5,2.14,1.69,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,7.9,2.4000000000000004,2.4000000000000004
Jalen Suggs,AST,Orlando Magic @ Detroit Pistons,4.5,1.56,2.4,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,4.1,-0.40000000000000036,0.40000000000000036
Daniss Jenkins,AST,Orlando Magic @ Detroit Pistons,2.5,1.65,2.2,14.5599998474121,4.6,2.6,32.6,21.8,2.4,0.2342,6.0,4.0,2.6,0.4,1.9999999999999996,19.400000000000002,2.6818197,2.3144126,7.2438807,0.9096941,2.3,-0.20000000000000018,0.20000000000000018
Jalen Duren,AST,Orlando Magic @ Detroit Pistons,2.5,1.65,2.2,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,2.3,-0.20000000000000018,0.20000000000000018
Desmond Bane,AST,Orlando Magic @ Detroit Pistons,1.5,2.05,1.74,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,2.2,0.7000000000000002,0.7000000000000002
Jamal Cain,AST,Orlando Magic @ Detroit Pistons,1.5,2.3,1.6,14.0400001525879,6.4,2.8,15.4,10.0,0.0,0.1376,3.4,4.2,1.4,0.2,3.6000000000000005,10.0,3.2148569,0.6956889,4.5685005,0.52876455,0.7,-0.8,0.8
Anthony Black,AST,Orlando Magic @ Detroit Pistons,1.5,2.35,1.57,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,1.9,0.3999999999999999,0.3999999999999999
Cade Cunningham,PTS,Orlando Magic @ Detroit Pistons,43.5,1.95,1.8,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,28.1,-15.399999999999999,15.399999999999999
Paolo Banchero,PTS,Orlando Magic @ Detroit Pistons,34.5,1.95,1.8,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,22.8,-11.7,11.7
Tobias Harris,PTS,Orlando Magic @ Detroit Pistons,18.5,1.83,1.91,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,18.5,0.0,0.0
Desmond Bane,PTS,Orlando Magic @ Detroit Pistons,18.5,1.87,1.87,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,17.5,-1.0,1.0
Anthony Black,PTS,Orlando Magic @ Detroit Pistons,16.5,1.95,1.8,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,8.1,-8.4,8.4
Jalen Duren,PTS,Orlando Magic @ Detroit Pistons,13.5,1.77,2.0,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,12.5,-1.0,1.0
Jalen Suggs,PTS,Orlando Magic @ Detroit Pistons,11.5,1.95,1.8,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,17.5,6.0,6.0
Ausar Thompson,PTS,Orlando Magic @ Detroit Pistons,9.5,1.87,1.87,28.8399997711182,11.6,7.4,37.4,25.6,2.0,0.1494,7.6,9.8,0.2,0.0,4.199999999999999,23.6,6.3865876,1.9710532,10.362602,0.09575731,10.4,0.9000000000000004,0.9000000000000004
Duncan Robinson,PTS,Orlando Magic @ Detroit Pistons,7.5,1.83,1.91,27.2799999237061,4.2,1.8,29.8,20.2,2.4,0.1386,7.6,9.0,5.8,2.2,2.4000000000000004,17.8,2.7240853,1.9679297,9.517636,2.0628395,9.5,2.0,2.0
Daniss Jenkins,PTS,Orlando Magic @ Detroit Pistons,5.5,1.69,2.14,14.5599998474121,4.6,2.6,32.6,21.8,2.4,0.2342,6.0,4.0,2.6,0.4,1.9999999999999996,19.400000000000002,2.6818197,2.3144126,7.2438807,0.9096941,7.2,1.7000000000000002,1.7000000000000002
Tristan da Silva,PTS,Orlando Magic @ Detroit Pistons,5.5,2.05,1.74,16.7599998474121,5.8,3.4,19.6,14.0,0.6,0.1212,4.2,4.8,2.2,0.6,2.4,13.4,3.2481158,0.9900243,5.5528355,0.85543305,5.6,0.09999999999999964,0.09999999999999964
Caris LeVert,PTS,Orlando Magic @ Detroit Pistons,4.5,1.95,1.8,12.2000002861023,4.6,2.0,16.8,12.2,0.8,0.1504,3.0,3.4,1.0,0.4,2.5999999999999996,11.399999999999999,2.3080163,0.95808995,4.5381055,0.48455957,4.5,0.0,0.0
Goga Bitadze,PTS,Orlando Magic @ Detroit Pistons,1.5,1.77,2.0,14.6,8.0,5.2,16.0,12.2,0.4,0.098,2.2,3.2,0.0,0.0,2.8,11.799999999999999,4.3600764,0.85257703,4.5685005,0.03130063,4.6,3.0999999999999996,3.0999999999999996
Cade Cunningham,PA,Orlando Magic @ Detroit Pistons,48.5,1.87,1.87,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,35.9,-12.600000000000001,12.600000000000001
Paolo Banchero,PA,Orlando Magic @ Detroit Pistons,41.5,1.95,1.8,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,30.6,-10.899999999999999,10.899999999999999
Desmond Bane,PA,Orlando Magic @ Detroit Pistons,20.5,1.95,1.8,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,19.7,-0.8000000000000007,0.8000000000000007
Tobias Harris,PA,Orlando Magic @ Detroit Pistons,19.5,1.8,1.95,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,20.7,1.1999999999999993,1.1999999999999993
Anthony Black,PA,Orlando Magic @ Detroit Pistons,17.5,1.8,1.95,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,10.0,-7.5,7.5
Jalen Duren,PA,Orlando Magic @ Detroit Pistons,16.5,1.8,1.95,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,14.8,-1.6999999999999993,1.6999999999999993
Jalen Suggs,PA,Orlando Magic @ Detroit Pistons,16.5,1.95,1.8,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,21.6,5.100000000000001,5.100000000000001
Cade Cunningham,PR,Orlando Magic @ Detroit Pistons,49.5,1.91,1.83,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,32.8,-16.700000000000003,16.700000000000003
Paolo Banchero,PR,Orlando Magic @ Detroit Pistons,43.5,1.87,1.87,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,31.1,-12.399999999999999,12.399999999999999
Tobias Harris,PR,Orlando Magic @ Detroit Pistons,25.5,1.83,1.91,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,25.1,-0.3999999999999986,0.3999999999999986
Desmond Bane,PR,Orlando Magic @ Detroit Pistons,22.5,1.87,1.87,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,22.0,-0.5,0.5
Jalen Duren,PR,Orlando Magic @ Detroit Pistons,22.5,1.87,1.87,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,22.5,0.0,0.0
Ausar Thompson,PR,Orlando Magic @ Detroit Pistons,22.5,1.95,1.8,28.8399997711182,11.6,7.4,37.4,25.6,2.0,0.1494,7.6,9.8,0.2,0.0,4.199999999999999,23.6,6.3865876,1.9710532,10.362602,0.09575731,16.7,-5.800000000000001,5.800000000000001
Anthony Black,PR,Orlando Magic @ Detroit Pistons,20.5,1.95,1.8,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,11.2,-9.3,9.3
Jalen Suggs,PR,Orlando Magic @ Detroit Pistons,14.5,2.0,1.77,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,21.9,7.399999999999999,7.399999999999999
Duncan Robinson,PR,Orlando Magic @ Detroit Pistons,10.5,2.0,1.77,27.2799999237061,4.2,1.8,29.8,20.2,2.4,0.1386,7.6,9.0,5.8,2.2,2.4000000000000004,17.8,2.7240853,1.9679297,9.517636,2.0628395,12.2,1.6999999999999993,1.6999999999999993
Cade Cunningham,PRA,Orlando Magic @ Detroit Pistons,54.5,1.83,1.91,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,40.7,-13.799999999999997,13.799999999999997
Paolo Banchero,PRA,Orlando Magic @ Detroit Pistons,50.5,1.87,1.87,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,38.9,-11.600000000000001,11.600000000000001
Tobias Harris,PRA,Orlando Magic @ Detroit Pistons,26.5,1.8,1.95,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,27.3,0.8000000000000007,0.8000000000000007
Ausar Thompson,PRA,Orlando Magic @ Detroit Pistons,25.5,1.83,1.91,28.8399997711182,11.6,7.4,37.4,25.6,2.0,0.1494,7.6,9.8,0.2,0.0,4.199999999999999,23.6,6.3865876,1.9710532,10.362602,0.09575731,18.7,-6.800000000000001,6.800000000000001
Jalen Duren,PRA,Orlando Magic @ Detroit Pistons,25.5,1.91,1.83,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,24.8,-0.6999999999999993,0.6999999999999993
Desmond Bane,PRA,Orlando Magic @ Detroit Pistons,24.5,1.95,1.8,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,24.2,-0.3000000000000007,0.3000000000000007
Anthony Black,PRA,Orlando Magic @ Detroit Pistons,21.5,1.83,1.91,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,13.1,-8.4,8.4
Jalen Suggs,PRA,Orlando Magic @ Detroit Pistons,19.5,1.95,1.8,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,26.0,6.5,6.5
Ausar Thompson,REB,Orlando Magic @ Detroit Pistons,12.5,1.77,2.0,28.8399997711182,11.6,7.4,37.4,25.6,2.0,0.1494,7.6,9.8,0.2,0.0,4.199999999999999,23.6,6.3865876,1.9710532,10.362602,0.09575731,6.4,-6.1,6.1
Paolo Banchero,REB,Orlando Magic @ Detroit Pistons,9.5,2.14,1.69,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,8.3,-1.1999999999999993,1.1999999999999993
Jalen Duren,REB,Orlando Magic @ Detroit Pistons,8.5,1.91,1.83,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,10.0,1.5,1.5
Tobias Harris,REB,Orlando Magic @ Detroit Pistons,6.5,1.6,2.3,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,6.6,0.09999999999999964,0.09999999999999964
Cade Cunningham,REB,Orlando Magic @ Detroit Pistons,5.5,1.62,2.24,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,4.7,-0.7999999999999998,0.7999999999999998
Jamal Cain,REB,Orlando Magic @ Detroit Pistons,4.5,2.3,1.6,14.0400001525879,6.4,2.8,15.4,10.0,0.0,0.1376,3.4,4.2,1.4,0.2,3.6000000000000005,10.0,3.2148569,0.6956889,4.5685005,0.52876455,3.2,-1.2999999999999998,1.2999999999999998
Tristan da Silva,REB,Orlando Magic @ Detroit Pistons,4.5,2.35,1.57,16.7599998474121,5.8,3.4,19.6,14.0,0.6,0.1212,4.2,4.8,2.2,0.6,2.4,13.4,3.2481158,0.9900243,5.5528355,0.85543305,3.2,-1.2999999999999998,1.2999999999999998
Anthony Black,REB,Orlando Magic @ Detroit Pistons,3.5,1.77,2.0,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,3.1,-0.3999999999999999,0.3999999999999999
Desmond Bane,REB,Orlando Magic @ Detroit Pistons,3.5,1.77,2.0,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,4.5,1.0,1.0
Goga Bitadze,REB,Orlando Magic @ Detroit Pistons,3.5,2.2,1.65,14.6,8.0,5.2,16.0,12.2,0.4,0.098,2.2,3.2,0.0,0.0,2.8,11.799999999999999,4.3600764,0.85257703,4.5685005,0.03130063,4.4,0.9000000000000004,0.9000000000000004
Jalen Suggs,REB,Orlando Magic @ Detroit Pistons,2.5,1.71,2.1,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,4.4,1.9000000000000004,1.9000000000000004
Duncan Robinson,REB,Orlando Magic @ Detroit Pistons,1.5,1.43,2.75,27.2799999237061,4.2,1.8,29.8,20.2,2.4,0.1386,7.6,9.0,5.8,2.2,2.4000000000000004,17.8,2.7240853,1.9679297,9.517636,2.0628395,2.7,1.2000000000000002,1.2000000000000002
Paolo Banchero,RA,Orlando Magic @ Detroit Pistons,16.5,2.1,1.71,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,16.1,-0.3999999999999986,0.3999999999999986
Jalen Duren,RA,Orlando Magic @ Detroit Pistons,11.5,2.0,1.77,28.9399997711182,18.0,8.4,43.2,29.0,2.6,0.1908,8.6,11.8,0.0,0.0,9.6,26.4,9.996799,2.2620595,12.545311,0.052941367,12.3,0.8000000000000007,0.8000000000000007
Cade Cunningham,RA,Orlando Magic @ Detroit Pistons,11.5,2.05,1.74,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,12.6,1.0999999999999996,1.0999999999999996
Tobias Harris,RA,Orlando Magic @ Detroit Pistons,7.5,1.6,2.3,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,8.8,1.3000000000000007,1.3000000000000007
Jalen Suggs,RA,Orlando Magic @ Detroit Pistons,7.5,1.74,2.05,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,8.5,1.0,1.0
Cade Cunningham,3PT,Orlando Magic @ Detroit Pistons,4.5,2.75,1.43,35.9200004577637,10.0,6.6,95.2,61.4,8.8,0.3432,20.8,25.0,8.2,2.2,3.4000000000000004,52.599999999999994,4.712583,7.8922505,28.056616,2.368264,2.4,-2.1,2.1
Desmond Bane,3PT,Orlando Magic @ Detroit Pistons,2.5,1.48,2.6,32.2200000762939,8.4,4.8,47.4,28.0,1.8,0.2176,15.0,16.8,7.6,3.2,3.6000000000000005,26.2,4.5206137,2.210672,17.46323,2.8596709,2.9,0.3999999999999999,0.3999999999999999
Paolo Banchero,3PT,Orlando Magic @ Detroit Pistons,2.5,1.95,1.8,37.5000007629395,15.2,9.0,83.4,55.0,7.2,0.2852,17.8,21.4,4.0,0.8,6.199999999999999,47.8,8.282376,7.7788277,22.795479,1.3179752,1.3,-1.2,1.2
Anthony Black,3PT,Orlando Magic @ Detroit Pistons,2.5,2.1,1.71,21.8599998474121,6.2,2.4,39.6,30.0,1.2,0.149,6.4,7.0,2.4,0.6,3.8000000000000003,28.8,3.0946438,1.8676786,8.142081,0.929518,0.9,-1.6,1.6
Jalen Suggs,3PT,Orlando Magic @ Detroit Pistons,1.5,1.48,2.6,34.9399997711182,8.4,4.2,82.2,62.2,3.2,0.2224,15.2,15.6,10.8,3.4,4.2,59.0,4.404147,4.083865,17.504639,2.5400743,2.5,1.0,1.0
Duncan Robinson,3PT,Orlando Magic @ Detroit Pistons,1.5,1.53,2.45,27.2799999237061,4.2,1.8,29.8,20.2,2.4,0.1386,7.6,9.0,5.8,2.2,2.4000000000000004,17.8,2.7240853,1.9679297,9.517636,2.0628395,2.1,0.6000000000000001,0.6000000000000001
Tobias Harris,3PT,Orlando Magic @ Detroit Pistons,0.5,1.87,1.87,32.7199996948242,12.6,6.8,53.8,34.2,1.4,0.2314,15.4,20.0,5.0,1.4,5.8,32.800000000000004,6.570698,2.2001357,18.546438,1.8190789,1.8,1.3,1.3
Jamal Cain,3PT,Orlando Magic @ Detroit Pistons,0.5,2.2,1.65,14.0400001525879,6.4,2.8,15.4,10.0,0.0,0.1376,3.4,4.2,1.4,0.2,3.6000000000000005,10.0,3.2148569,0.6956889,4.5685005,0.52876455,0.5,0.0,0.0
Tristan da Silva,3PT,Orlando Magic @ Detroit Pistons,0.5,2.7,1.45,16.7599998474121,5.8,3.4,19.6,14.0,0.6,0.1212,4.2,4.8,2.2,0.6,2.4,13.4,3.2481158,0.9900243,5.5528355,0.85543305,0.9,0.4,0.4
Caris LeVert,3PT,Orlando Magic @ Detroit Pistons,0.5,3.0,1.37,12.2000002861023,4.6,2.0,16.8,12.2,0.8,0.1504,3.0,3.4,1.0,0.4,2.5999999999999996,11.399999999999999,2.3080163,0.95808995,4.5381055,0.48455957,0.5,0.0,0.0
Daniss Jenkins,3PT,Orlando Magic @ Detroit Pistons,0.5,3.7,1.27,14.5599998474121,4.6,2.6,32.6,21.8,2.4,0.2342,6.0,4.0,2.6,0.4,1.9999999999999996,19.400000000000002,2.6818197,2.3144126,7.2438807,0.9096941,0.9,0.4,0.4
James Harden,AST,Toronto Raptors @ Cleveland Cavaliers,6.5,1.77,2.0,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,5.9,-0.5999999999999996,0.5999999999999996
Jamal Shead,AST,Toronto Raptors @ Cleveland Cavaliers,4.5,2.2,1.65,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,4.2,-0.2999999999999998,0.2999999999999998
Donovan Mitchell,AST,Toronto Raptors @ Cleveland Cavaliers,3.5,2.14,1.69,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,4.2,0.7000000000000002,0.7000000000000002
Evan Mobley,AST,Toronto Raptors @ Cleveland Cavaliers,1.5,1.56,2.4,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,3.6,2.1,2.1
Jakob Poeltl,AST,Toronto Raptors @ Cleveland Cavaliers,1.5,1.69,2.14,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,1.5,0.0,0.0
Max Strus,AST,Toronto Raptors @ Cleveland Cavaliers,1.5,2.14,1.69,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,2.0,0.5,0.5
Donovan Mitchell,PTS,Toronto Raptors @ Cleveland Cavaliers,30.5,1.83,1.91,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,23.5,-7.0,7.0
James Harden,PTS,Toronto Raptors @ Cleveland Cavaliers,30.5,1.91,1.83,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,21.7,-8.8,8.8
Scottie Barnes,PTS,Toronto Raptors @ Cleveland Cavaliers,26.5,1.87,1.87,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,21.0,-5.5,5.5
Evan Mobley,PTS,Toronto Raptors @ Cleveland Cavaliers,15.5,1.87,1.87,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,15.0,-0.5,0.5
Brandon Ingram,PTS,Toronto Raptors @ Cleveland Cavaliers,14.5,1.83,1.91,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,17.3,2.8000000000000007,2.8000000000000007
Ja'Kobe Walter,PTS,Toronto Raptors @ Cleveland Cavaliers,11.5,1.87,1.87,26.6000003814697,4.6,2.4,29.2,21.2,1.4,0.1222,6.8,6.4,5.4,1.4,2.1999999999999997,19.8,2.8187132,1.4977328,8.551047,2.1827314,8.6,-2.9000000000000004,2.9000000000000004
Jakob Poeltl,PTS,Toronto Raptors @ Cleveland Cavaliers,11.5,1.87,1.87,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,6.6,-4.9,4.9
Jarrett Allen,PTS,Toronto Raptors @ Cleveland Cavaliers,10.5,1.77,2.0,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,9.3,-1.1999999999999993,1.1999999999999993
Collin Murray-Boyles,PTS,Toronto Raptors @ Cleveland Cavaliers,10.5,1.95,1.8,23.0199996948242,16.0,6.2,35.6,24.0,2.4,0.1864,8.8,14.0,0.6,0.0,9.8,21.6,7.1822324,2.3060658,11.217203,0.27936095,11.2,0.6999999999999993,0.6999999999999993
Jamal Shead,PTS,Toronto Raptors @ Cleveland Cavaliers,9.5,1.8,1.95,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,10.3,0.8000000000000007,0.8000000000000007
Sam Merrill,PTS,Toronto Raptors @ Cleveland Cavaliers,9.5,1.87,1.87,21.0,4.0,1.6,24.8,18.6,1.2,0.1138,4.8,7.0,4.0,1.6,2.4,17.400000000000002,2.3207545,1.368593,6.894738,1.5506957,6.9,-2.5999999999999996,2.5999999999999996
Max Strus,PTS,Toronto Raptors @ Cleveland Cavaliers,8.5,1.91,1.83,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,10.3,1.8000000000000007,1.8000000000000007
Sandro Mamukelashvili,PTS,Toronto Raptors @ Cleveland Cavaliers,6.5,2.0,1.77,16.5000003814697,8.6,6.2,22.8,16.6,1.8,0.1302,4.4,5.2,1.6,0.6,2.3999999999999995,14.8,5.525311,1.3824604,5.6042194,0.69951254,5.6,-0.9000000000000004,0.9000000000000004
Dean Wade,PTS,Toronto Raptors @ Cleveland Cavaliers,5.5,1.65,2.2,23.7599998474121,7.0,4.2,30.0,25.6,0.4,0.065,3.4,4.6,2.6,1.0,2.8,25.200000000000003,3.7366326,1.4459229,5.6456375,1.0402799,5.6,0.09999999999999964,0.09999999999999964
Jaylon Tyson,PTS,Toronto Raptors @ Cleveland Cavaliers,5.5,2.1,1.71,17.5799999237061,5.6,3.0,32.4,21.6,1.8,0.2286,7.8,9.0,3.6,1.4,2.5999999999999996,19.8,3.286202,1.8078977,10.061702,1.1875368,10.1,4.6,4.6
Scottie Barnes,PA,Toronto Raptors @ Cleveland Cavaliers,37.5,1.87,1.87,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,28.4,-9.100000000000001,9.100000000000001
