gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,speed,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1630170,Devin,Vassell,D. Vassell,devin-vassell,F,,24,36:12,4.5,2.91,1,8,9,53,0,0,37,3,1,1,1.0,5,13,0.385,0.429,1,2,0.5
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1630577,Julian,Champagnie,J. Champagnie,julian-champagnie,F,,30,28:55,4.44,2.27,7,12,18,40,0,0,34,3,0,1,0.0,2,6,0.333,0.286,1,2,0.5
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1641705,Victor,Wembanyama,V. Wembanyama,victor-wembanyama,C,,1,36:58,4.21,2.77,2,22,24,66,0,0,38,1,6,8,0.75,7,10,0.7,0.722,3,4,0.75
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1628368,De'Aaron,Fox,D. Fox,deaaron-fox,G,,4,34:50,4.41,2.72,3,3,6,70,0,1,46,5,2,5,0.4,5,14,0.357,0.368,0,2,0.0
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1642264,Stephon,Castle,S. Castle,stephon-castle,G,,5,39:52,4.11,2.91,4,7,10,83,0,1,61,12,1,5,0.2,2,6,0.333,0.273,1,3,0.333
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1642844,Dylan,Harper,D. Harper,dylan-harper,,,2,20:04,4.5,1.61,2,5,7,34,0,0,23,1,0,2,0.0,2,4,0.5,0.333,0,1,0.0
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1629640,Keldon,Johnson,K. Johnson,keldon-johnson,,,3,18:49,4.33,1.45,3,4,7,22,0,2,12,1,0,2,0.0,3,5,0.6,0.429,4,4,1.0
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1628436,Luke,Kornet,L. Kornet,luke-kornet,,,7,10:31,4.86,0.9,2,4,6,13,0,0,11,0,0,0,0.0,1,1,1.0,1.0,2,3,0.667
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,203084,Harrison,Barnes,H. Barnes,harrison-barnes,,,40,6:10,4.66,0.49,0,1,1,4,0,1,4,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500233,1610612759,San Antonio,Spurs,SAS,spurs,1642868,Carter,Bryant,C. Bryant,carter-bryant,,,11,7:39,4.77,0.64,0,3,3,10,0,1,8,0,0,0,0.0,2,2,1.0,1.0,0,1,0.0
