gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,speed,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage
0022500830,1610612762,Utah,Jazz,UTA,jazz,1642262,Cody,Williams,C. Williams,cody-williams,F,,5,14:11,4.87,1.22,3,0,3,13,0,0,9,0,1,3,0.333,0,0,0.0,0.333,0,1,0.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1628374,Lauri,Markkanen,L. Markkanen,lauri-markkanen,F,,23,32:10,4.25,2.43,3,4,7,49,0,0,20,2,5,9,0.556,5,14,0.357,0.435,4,5,0.8
0022500830,1610612762,Utah,Jazz,UTA,jazz,1642271,Kyle,Filipowski,K. Filipowski,kyle-filipowski,C,,22,23:38,4.22,1.81,9,4,13,51,0,1,31,4,1,4,0.25,3,6,0.5,0.4,2,3,0.667
0022500830,1610612762,Utah,Jazz,UTA,jazz,1642846,Ace,Bailey,A. Bailey,ace-bailey,G,,19,27:02,3.94,1.93,4,5,8,33,0,0,24,0,0,2,0.0,2,7,0.286,0.222,4,4,1.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1642268,Isaiah,Collier,I. Collier,isaiah-collier,G,,8,29:51,4.12,2.18,2,1,3,88,0,1,66,3,1,7,0.143,3,9,0.333,0.25,2,2,1.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1629004,Svi,Mykhailiuk,S. Mykhailiuk,svi-mykhailiuk,,,10,10:30,4.59,0.87,1,1,2,13,0,0,10,1,0,0,0.0,1,3,0.333,0.333,3,3,1.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1631246,Vince,Williams Jr.,V. Williams Jr.,vince-williams-jr,,,0,7:48,4.54,0.65,2,2,4,21,0,0,14,1,0,0,0.0,0,4,0.0,0.0,1,2,0.5
0022500830,1610612762,Utah,Jazz,UTA,jazz,201567,Kevin,Love,K. Love,kevin-love,,,42,24:22,3.8,1.65,5,12,17,41,0,1,32,5,0,1,0.0,2,7,0.286,0.25,1,1,1.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1629723,John,Konchar,J. Konchar,john-konchar,,,55,24:22,4.55,2.0,5,2,7,26,0,0,21,2,1,1,1.0,1,3,0.333,0.5,1,1,1.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1641729,Brice,Sensabaugh,B. Sensabaugh,brice-sensabaugh,,,28,31:42,4.17,2.38,5,3,8,57,0,2,40,1,2,3,0.667,8,12,0.667,0.667,3,4,0.75
0022500830,1610612762,Utah,Jazz,UTA,jazz,1641989,Elijah,Harkless,E. Harkless,elijah-harkless,,,16,14:24,3.95,1.04,1,2,3,25,0,0,21,4,0,1,0.0,0,2,0.0,0.0,0,0,0.0
0022500830,1610612762,Utah,Jazz,UTA,jazz,1642396,Blake,Hinson,B. Hinson,blake-hinson,,DNP - Coach's Decision,2,0:00,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
