gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,speed,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,2544,LeBron,James,L. James,lebron-james,F,,23,37:47,3.66,2.48,4,4,8,65,0,0,41,6,7,11,0.636,2,7,0.286,0.5,3,3,1.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1629060,Rui,Hachimura,R. Hachimura,rui-hachimura,F,,28,38:46,4.03,2.74,1,7,8,58,0,1,46,2,1,1,1.0,5,9,0.556,0.6,4,5,0.8
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1629028,Deandre,Ayton,D. Ayton,deandre-ayton,C,,5,26:33,3.84,1.82,7,6,13,43,0,0,31,0,1,6,0.167,0,1,0.0,0.143,1,1,1.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1630559,Austin,Reaves,A. Reaves,austin-reaves,G,,15,38:22,3.97,2.7,3,6,9,104,2,1,77,6,4,7,0.571,6,9,0.667,0.625,3,3,1.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,203935,Marcus,Smart,M. Smart,marcus-smart,G,,36,34:13,3.84,2.34,2,6,8,73,0,1,49,5,3,6,0.5,1,7,0.143,0.308,1,2,0.5
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1631222,Jake,LaRavia,J. LaRavia,jake-laravia,,,12,10:01,4.39,0.82,0,1,1,18,0,0,13,1,0,1,0.0,0,1,0.0,0.0,1,2,0.5
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1629637,Jaxson,Hayes,J. Hayes,jaxson-hayes,,,11,15:23,3.99,1.1,2,4,6,25,0,0,20,2,2,2,1.0,1,1,1.0,1.0,0,1,0.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1628379,Luke,Kennard,L. Kennard,luke-kennard,,,10,26:02,4.06,1.92,0,2,2,36,0,0,31,0,1,1,1.0,3,4,0.75,0.8,1,1,1.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1642876,Adou,Thiero,A. Thiero,adou-thiero,,,1,6:12,4.26,0.48,1,2,3,9,0,0,8,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1642355,Bronny,James,B. James,bronny-james,,,9,2:14,3.41,0.15,0,0,0,4,0,0,4,1,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500222,1610612747,Los Angeles,Lakers,LAL,lakers,1642261,Dalton,Knecht,D. Knecht,dalton-knecht,,,4,2:14,3.45,0.15,0,1,1,4,0,0,2,0,0,0,0.0,1,1,1.0,1.0,0,0,0.0
