gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,speed,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage
0042500213,1610612752,New York,Knicks,NYK,knicks,1628404,Josh,Hart,J. Hart,josh-hart,F,,3,40:16,4.13,3.0,4,12,15,68,0,2,51,3,2,4,0.5,4,8,0.5,0.5,4,6,0.667
0042500213,1610612752,New York,Knicks,NYK,knicks,1628969,Mikal,Bridges,M. Bridges,mikal-bridges,F,,25,36:54,4.47,2.99,2,6,8,54,0,0,36,1,3,3,1.0,5,11,0.455,0.571,2,2,1.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1626157,Karl-Anthony,Towns,K. Towns,karl-anthony-towns,C,,32,25:40,3.69,1.68,8,9,17,46,0,0,34,7,0,2,0.0,3,6,0.5,0.375,2,2,1.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1630540,Miles,McBride,M. McBride,miles-mcbride,G,,2,21:02,4.24,1.6,1,0,1,24,0,0,17,2,0,1,0.0,1,5,0.2,0.167,1,2,0.5
0042500213,1610612752,New York,Knicks,NYK,knicks,1628973,Jalen,Brunson,J. Brunson,jalen-brunson,G,,11,38:16,4.01,2.78,1,7,8,96,2,1,61,9,7,11,0.636,4,11,0.364,0.5,4,6,0.667
0042500213,1610612752,New York,Knicks,NYK,knicks,1629011,Mitchell,Robinson,M. Robinson,mitchell-robinson,,,23,18:57,4.14,1.45,6,6,12,20,0,0,13,0,1,2,0.5,0,1,0.0,0.333,2,3,0.667
0042500213,1610612752,New York,Knicks,NYK,knicks,203903,Jordan,Clarkson,J. Clarkson,jordan-clarkson,,,00,13:21,4.64,1.12,3,4,7,17,1,0,11,3,0,1,0.0,2,2,1.0,0.667,0,1,0.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1629013,Landry,Shamet,L. Shamet,landry-shamet,,,44,26:20,4.43,2.11,2,3,4,25,0,0,14,0,2,2,1.0,3,4,0.75,0.833,2,3,0.667
0042500213,1610612752,New York,Knicks,NYK,knicks,1630631,Jose,Alvarado,J. Alvarado,jose-alvarado,,,5,7:43,4.01,0.55,0,1,1,16,0,0,14,0,0,0,0.0,1,1,1.0,1.0,1,1,1.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1630574,Ariel,Hukporti,A. Hukporti,ariel-hukporti,,,55,3:23,4.49,0.27,1,0,1,4,0,0,2,0,0,0,0.0,0,0,0.0,0.0,1,1,1.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1642278,Tyler,Kolek,T. Kolek,tyler-kolek,,,13,2:05,4.39,0.16,0,1,1,6,0,0,5,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1642885,Mohamed,Diawara,M. Diawara,mohamed-diawara,,,51,2:05,4.39,0.16,0,0,0,5,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1642359,Pacôme,Dadiet,P. Dadiet,pacôme-dadiet,,,4,1:59,4.72,0.17,0,1,1,4,0,0,3,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500213,1610612752,New York,Knicks,NYK,knicks,1631110,Jeremy,Sochan,J. Sochan,jeremy-sochan,,,20,1:59,4.61,0.16,0,2,2,5,0,0,4,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1626162,Kelly,Oubre Jr.,K. Oubre Jr.,kelly-oubre-jr,F,,9,35:41,4.04,2.62,7,9,15,46,0,0,27,1,4,8,0.5,3,8,0.375,0.438,2,2,1.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,202331,Paul,George,P. George,paul-george,F,,8,37:58,3.96,2.69,4,5,9,74,1,0,49,3,3,6,0.5,3,12,0.25,0.333,2,3,0.667
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,203954,Joel,Embiid,J. Embiid,joel-embiid,C,,21,34:49,3.37,2.12,4,11,14,74,0,0,46,5,2,4,0.5,5,13,0.385,0.412,6,10,0.6
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1642845,VJ,Edgecombe,V. Edgecombe,vj-edgecombe,G,,77,40:07,4.17,3.02,3,8,10,74,1,1,59,4,1,2,0.5,3,7,0.429,0.444,2,3,0.667
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1630178,Tyrese,Maxey,T. Maxey,tyrese-maxey,G,,0,43:54,4.05,3.21,0,4,4,103,1,1,86,7,4,4,1.0,4,8,0.5,0.667,3,3,1.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1629656,Quentin,Grimes,Q. Grimes,quentin-grimes,,,5,22:28,3.97,1.63,5,4,9,19,0,0,12,2,0,1,0.0,2,5,0.4,0.333,1,1,1.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,203083,Andre,Drummond,A. Drummond,andre-drummond,,,1,3:33,4.12,0.28,2,1,2,5,0,0,4,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1631230,Dominick,Barlow,D. Barlow,dominick-barlow,,,25,11:32,4.6,0.95,1,2,3,8,0,0,7,0,1,1,1.0,0,0,0.0,1.0,0,0,0.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1641737,Adem,Bona,A. Bona,adem-bona,,,30,1:38,4.55,0.14,0,1,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,1,1,1.0
0042500213,1610612755,Philadelphia,76ers,PHI,sixers,1631133,Jabari,Walker,J. Walker,jabari-walker,,,33,2:05,4.5,0.16,0,0,0,2,0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,0,0.0
