created_at_utc,snapshot_id,book,partido,jugador,player_norm,game_norm,pred_player,player_id,team,pred_game,pred_game_norm,game_match,team_game_match,mercado_raw,linea_raw,stat_key,side,threshold,model_line,odds_decimal,pred_mean,pred_std,prob_model,prob_implied,edge_prob,ev,ev_pct,row_uid,pick_uid,hit_l5,n_l5,hit_l10,n_l10,hr_l5,hr_l10,hit_rate,keep_reason
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,De'Aaron Fox,de aaron fox,san antonio spurs oklahoma city thunder,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),14+,PTS,over,14,13.5,1.75,15.5216,4.8341,0.662099,0.571429,0.090671,0.158673,15.87,6406b0004f3ce16727a736d8edb9954508edf2b2,6406b0004f3ce16727a736d8edb9954508edf2b2|15.5216|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,De'Aaron Fox,de aaron fox,san antonio spurs oklahoma city thunder,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),13+,PTS,over,13,12.5,1.55,15.5216,4.8341,0.734035,0.645161,0.088874,0.137754,13.78,1f91491f69b83ceefe48c99027cbd589d5afae49,1f91491f69b83ceefe48c99027cbd589d5afae49|15.5216|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,Dylan Harper,dylan harper,san antonio spurs oklahoma city thunder,Dylan Harper,1642844.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),11+,PTS,over,11,10.5,1.5,13.5353,4.8341,0.734963,0.666667,0.068297,0.102445,10.24,5a834b176847f41de8796eab0089404fabf00df9,5a834b176847f41de8796eab0089404fabf00df9|13.5353|4.8341,5,5,8,10,1.000000,0.800000,5/5 | 8/10,EV
2026-05-21T18:12:43+00:00,20260521_145741,betano,New York Knicks Cleveland Cavaliers,Miles McBride,miles mcbride,new york knicks cleveland cavaliers,Miles McBride,1630540.0,NYK,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,RA (hitos),2+,RA,over,2,1.5,1.36,3.49577,2.6976,0.770299,0.735294,0.035005,0.047607,4.76,d09d3fbeda388e1eb144415ac0cfb6e34e83e82a,d09d3fbeda388e1eb144415ac0cfb6e34e83e82a|3.4958|2.6976,5,5,7,10,1.000000,0.700000,5/5 | 7/10,HR_5_5
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,De'Aaron Fox,de aaron fox,san antonio spurs oklahoma city thunder,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),3+,REB,over,3,2.5,1.62,4.54675,1.9667,0.850994,0.617284,0.233710,0.378610,37.86,f1a5dde0e1450a8ae22936a2babc4eac952e0f9d,f1a5dde0e1450a8ae22936a2babc4eac952e0f9d|4.5468|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,EV
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,Ajay Mitchell,ajay mitchell,san antonio spurs oklahoma city thunder,Ajay Mitchell,1642349.0,OKC,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),3+,REB,over,3,2.5,1.42,4.32948,1.9667,0.823873,0.704225,0.119648,0.169900,16.99,079d75154833becbcc87a3d351218ec829be9497,079d75154833becbcc87a3d351218ec829be9497|4.3295|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,EV
2026-05-21T18:12:43+00:00,20260521_145741,betano,New York Knicks Cleveland Cavaliers,James Harden,james harden,new york knicks cleveland cavaliers,James Harden,201935.0,CLE,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,Rebotes (hitos),4+,REB,over,4,3.5,1.39,4.87957,1.9667,0.758494,0.719424,0.039069,0.054306,5.43,2a548672b97b6ae12d4b3a361322422a9e433114,2a548672b97b6ae12d4b3a361322422a9e433114|4.8796|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,HR_4_5_CONF
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,De'Aaron Fox,de aaron fox,san antonio spurs oklahoma city thunder,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,PRA (hitos),21+,PRA,over,21,20.5,1.6,22.9054,6.1893,0.651231,0.625000,0.026231,0.041969,4.20,0bbc7a3b354bff89bd9e672c3846b08c739ea24c,0bbc7a3b354bff89bd9e672c3846b08c739ea24c|22.9054|6.1893,4,5,8,10,0.800000,0.800000,4/5 | 8/10,HR_4_5_CONF
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,Jalen Williams,jalen williams,san antonio spurs oklahoma city thunder,Jalen Williams,1631114.0,OKC,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Asistencias (hitos),3+,AST,over,3,2.5,1.28,3.75971,1.4546,0.806760,0.781250,0.025510,0.032653,3.27,1b4324f1fccf325b528f0e43bcebcd1d3d7bb297,1b4324f1fccf325b528f0e43bcebcd1d3d7bb297|3.7597|1.4546,4,5,8,10,0.800000,0.800000,4/5 | 8/10,HR_4_5_CONF
2026-05-21T18:12:43+00:00,20260521_145741,betano,San Antonio Spurs Oklahoma City Thunder,Dylan Harper,dylan harper,san antonio spurs oklahoma city thunder,Dylan Harper,1642844.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),4+,REB,over,4,3.5,1.42,5.23572,1.9667,0.811261,0.704225,0.107036,0.151991,15.20,b3e995328067d50a6b447d049ad3d8f5c8ca2e92,b3e995328067d50a6b447d049ad3d8f5c8ca2e92|5.2357|1.9667,4,5,7,10,0.800000,0.700000,4/5 | 7/10,EV
