created_at_utc,snapshot_id,book,partido,jugador,player_norm,game_norm,pred_player,player_id,team,pred_game,pred_game_norm,game_match,team_game_match,mercado_raw,linea_raw,stat_key,side,threshold,model_line,odds_decimal,pred_mean,pred_std,prob_model,prob_implied,edge_prob,ev,ev_pct,row_uid,pick_uid
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Terrence Shannon Jr.,terrence shannon jr,san antonio spurs minnesota timberwolves,Terrence Shannon Jr.,1630545,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Puntos (hitos),10+,PTS,over,10,9.5,2.57,13.6631,4.8341,0.805436,0.389105,0.416331,1.069972,107.00,dad8d6fc4c017edbc8a3260b101460a5799b1ac5,dad8d6fc4c017edbc8a3260b101460a5799b1ac5|13.6631|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Isaiah Stewart,isaiah stewart,cleveland cavaliers detroit pistons,Isaiah Stewart,1630191,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Puntos (hitos),5+,PTS,over,5,4.5,2.67,7.33811,4.8341,0.721432,0.374532,0.346900,0.926224,92.62,d1d5bbe305a428646f8af7de4f64f97bb85b74bb,d1d5bbe305a428646f8af7de4f64f97bb85b74bb|7.3381|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,PRA (hitos),31+,PRA,over,31,30.5,3,32.4312,6.1893,0.622489,0.333333,0.289155,0.867466,86.75,c5edb23986f58a94944577157cc5c085bd75ae0c,c5edb23986f58a94944577157cc5c085bd75ae0c|32.4312|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,PRA (hitos),10+,PRA,over,10,9.5,2.75,12.3629,6.1893,0.678159,0.363636,0.314522,0.864937,86.49,e2134cb8d5667ab974667eb9dc0c0a0938492477,e2134cb8d5667ab974667eb9dc0c0a0938492477|12.3629|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Caris LeVert,caris levert,cleveland cavaliers detroit pistons,Caris LeVert,1627747,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Puntos (hitos),6+,PTS,over,6,5.5,2.82,7.46578,4.8341,0.657867,0.354610,0.303257,0.855184,85.52,4c5b634726fc9b8258f9576c6f1609149d7b0cdd,4c5b634726fc9b8258f9576c6f1609149d7b0cdd|7.4658|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Caris LeVert,caris levert,cleveland cavaliers detroit pistons,Caris LeVert,1627747,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,PRA (hitos),9+,PRA,over,9,8.5,2.95,10.5025,6.1893,0.626855,0.338983,0.287872,0.849224,84.92,e473bac65c42a420638f1282bcf2452b1192a14c,e473bac65c42a420638f1282bcf2452b1192a14c|10.5025|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Luke Kornet,luke kornet,san antonio spurs minnesota timberwolves,Luke Kornet,1628436,SAS,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Rebotes (hitos),5+,REB,over,5,4.5,2.6,5.57665,1.9667,0.707961,0.384615,0.323346,0.840699,84.07,902933d9ce1a1f39b4ea75d7569ac12cbabdac83,902933d9ce1a1f39b4ea75d7569ac12cbabdac83|5.5766|1.9667
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,PRA (hitos),9+,PRA,over,9,8.5,2.72,11.2718,6.1893,0.672865,0.367647,0.305217,0.830191,83.02,7f8d2c15a996189b782f92ac8d81350c3ce52524,7f8d2c15a996189b782f92ac8d81350c3ce52524|11.2718|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Isaiah Stewart,isaiah stewart,cleveland cavaliers detroit pistons,Isaiah Stewart,1630191,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Rebotes (hitos),3+,REB,over,3,2.5,2.1,4.6732,1.9667,0.865420,0.476190,0.389230,0.817382,81.74,b9b1686f5caf6c9301fd0f1844135bd64aa6a391,b9b1686f5caf6c9301fd0f1844135bd64aa6a391|4.6732|1.9667
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Terrence Shannon Jr.,terrence shannon jr,san antonio spurs minnesota timberwolves,Terrence Shannon Jr.,1630545,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Puntos (hitos),9+,PTS,over,9,8.5,2.12,13.6631,4.8341,0.857254,0.471698,0.385556,0.817379,81.74,84def8d3375e2cdcfe5069eee109fa58d75e1521,84def8d3375e2cdcfe5069eee109fa58d75e1521|13.6631|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Puntos (hitos),8+,PTS,over,8,7.5,2.87,9.0266,4.8341,0.623922,0.348432,0.275490,0.790657,79.07,5fa7f5ccde0dc95b89a9317363f194ec7069d468,5fa7f5ccde0dc95b89a9317363f194ec7069d468|9.0266|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Dennis Schroder,dennis schroder,cleveland cavaliers detroit pistons,Dennis Schröder,203471,CLE,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,PRA (hitos),13+,PRA,over,13,12.5,2.55,15.6861,6.1893,0.696645,0.392157,0.304488,0.776445,77.64,822cf518715ccfc460592bb5df4006db80f9738e,822cf518715ccfc460592bb5df4006db80f9738e|15.6861|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,PRA (hitos),30+,PRA,over,30,29.5,2.6,32.4312,6.1893,0.682105,0.384615,0.297490,0.773473,77.35,4f07e5bc8c3f910eaa1365c5fd475285a8751174,4f07e5bc8c3f910eaa1365c5fd475285a8751174|32.4312|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Puntos (hitos),7+,PTS,over,7,6.5,2.47,9.0266,4.8341,0.699395,0.404858,0.294537,0.727506,72.75,cfc16ec4038dca6819e5abbc45c8dc0bc7a0adc6,cfc16ec4038dca6819e5abbc45c8dc0bc7a0adc6|9.0266|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Triples (hitos),2+,3PM,over,2,1.5,2.25,2.16274,0.9642,0.754068,0.444444,0.309624,0.696654,69.67,cff03af98d6335f8c53cc70955ce40f7c8e33cec,cff03af98d6335f8c53cc70955ce40f7c8e33cec|2.1627|0.9642
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,RA (hitos),3+,RA,over,3,2.5,2.45,3.84413,2.6976,0.690853,0.408163,0.282689,0.692589,69.26,ce3699db0a70f5c3c8edadf40c55438d88b6c8fc,ce3699db0a70f5c3c8edadf40c55438d88b6c8fc|3.8441|2.6976
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Puntos (hitos),7+,PTS,over,7,6.5,2.72,8.00345,4.8341,0.622104,0.367647,0.254456,0.692122,69.21,612bc286bc7d8b6c49959504abaac7eafb61481c,612bc286bc7d8b6c49959504abaac7eafb61481c|8.0035|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Puntos (hitos),19+,PTS,over,19,18.5,2.57,20.4061,4.8341,0.653323,0.389105,0.264218,0.679039,67.90,d869f1293deb51704ad73557bd5854794668511b,d869f1293deb51704ad73557bd5854794668511b|20.4061|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,PRA (hitos),29+,PRA,over,29,28.5,2.25,32.4312,6.1893,0.737339,0.444444,0.292894,0.659012,65.90,017fdc882351bea3fa82e3426cb4700796a14ab0,017fdc882351bea3fa82e3426cb4700796a14ab0|32.4312|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Rebotes (hitos),2+,REB,over,2,1.5,2.7,2.03819,1.9667,0.607823,0.370370,0.237453,0.641122,64.11,0abfd98e7fa9226402b999b2841c82a0ba879b36,0abfd98e7fa9226402b999b2841c82a0ba879b36|2.0382|1.9667
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,PRA (hitos),9+,PRA,over,9,8.5,2.22,12.3629,6.1893,0.733727,0.450450,0.283277,0.628875,62.89,21e15fa195430fdf093ebaf845eb223cdc46e7f6,21e15fa195430fdf093ebaf845eb223cdc46e7f6|12.3629|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Terrence Shannon Jr.,terrence shannon jr,san antonio spurs minnesota timberwolves,Terrence Shannon Jr.,1630545,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Puntos (hitos),8+,PTS,over,8,7.5,1.78,13.6631,4.8341,0.898833,0.561798,0.337035,0.599922,59.99,d5df91cae7edb2fed82061b99a3f576b7a3a7db2,d5df91cae7edb2fed82061b99a3f576b7a3a7db2|13.6631|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Caris LeVert,caris levert,cleveland cavaliers detroit pistons,Caris LeVert,1627747,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,PRA (hitos),8+,PRA,over,8,7.5,2.32,10.5025,6.1893,0.686199,0.431034,0.255165,0.591982,59.20,96df32b36a7a030ee8dca3d70f47353d2afc918d,96df32b36a7a030ee8dca3d70f47353d2afc918d|10.5025|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,PRA (hitos),8+,PRA,over,8,7.5,2.18,11.2718,6.1893,0.728872,0.458716,0.270157,0.588942,58.89,bb7e90c9bcd2b80eb391bd07e5b5ecf6687cc7e5,bb7e90c9bcd2b80eb391bd07e5b5ecf6687cc7e5|11.2718|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,PRA (hitos),28+,PRA,over,28,27.5,1.98,32.4312,6.1893,0.787196,0.505051,0.282146,0.558649,55.86,5aab246e4d58568a4f2734918bfa4284e8626be3,5aab246e4d58568a4f2734918bfa4284e8626be3|32.4312|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Caris LeVert,caris levert,cleveland cavaliers detroit pistons,Caris LeVert,1627747,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Puntos (hitos),5+,PTS,over,5,4.5,2.12,7.46578,4.8341,0.730231,0.471698,0.258533,0.548090,54.81,3294531ea98d6448b19da30942632223f2e7944d,3294531ea98d6448b19da30942632223f2e7944d|7.4658|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,isaiah joe,los angeles lakers oklahoma city thunder,Isaiah Joe,1630198,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Asistencias (hitos),1+,AST,over,1,0.5,1.93,1.68296,1.4546,0.791964,0.518135,0.273830,0.528491,52.85,e5f674f6136d388bf29dfbc20cf7bb60a5559084,e5f674f6136d388bf29dfbc20cf7bb60a5559084|1.6830|1.4546
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Jaylon Tyson,jaylon tyson,cleveland cavaliers detroit pistons,Jaylon Tyson,1642281,CLE,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Rebotes (hitos),4+,REB,over,4,3.5,2.5,4.05098,1.9667,0.610320,0.400000,0.210320,0.525800,52.58,36513fb601bfa151f016aa85a9c0d6481d7dd65f,36513fb601bfa151f016aa85a9c0d6481d7dd65f|4.0510|1.9667
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Puntos (hitos),17+,PTS,over,17,16.5,1.93,20.4061,4.8341,0.790465,0.518135,0.272330,0.525597,52.56,31b738a7b98802b65d11845820e699fbc6c8e8c2,31b738a7b98802b65d11845820e699fbc6c8e8c2|20.4061|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Dennis Schroder,dennis schroder,cleveland cavaliers detroit pistons,Dennis Schröder,203471,CLE,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Puntos (hitos),8+,PTS,over,8,7.5,2.32,9.44399,4.8341,0.656210,0.431034,0.225175,0.522406,52.24,386a1586b415f1c4f902b786ff52c0aeb6c7d944,386a1586b415f1c4f902b786ff52c0aeb6c7d944|9.4440|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Puntos (hitos),6+,PTS,over,6,5.5,2.18,8.00345,4.8341,0.697727,0.458716,0.239011,0.521045,52.10,32ed628ff747cb4af45f7752b8c4613dd0ec0519,32ed628ff747cb4af45f7752b8c4613dd0ec0519|8.0035|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Isaiah Stewart,isaiah stewart,cleveland cavaliers detroit pistons,Isaiah Stewart,1630191,DET,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,Puntos (hitos),4+,PTS,over,4,3.5,1.91,7.33811,4.8341,0.786392,0.523560,0.262832,0.502009,50.20,a57e425800074ca419d960340f4eac1f335e8683,a57e425800074ca419d960340f4eac1f335e8683|7.3381|4.8341
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Julius Randle,julius randle,san antonio spurs minnesota timberwolves,Julius Randle,203944,MIN,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,PRA (hitos),27+,PRA,over,27,26.5,1.78,32.4312,6.1893,0.831044,0.561798,0.269247,0.479259,47.93,640aa6c8c7ba249d1e3b70d5f9a1da3178897760,640aa6c8c7ba249d1e3b70d5f9a1da3178897760|32.4312|6.1893
2026-05-12T13:07:45+00:00,20260511_105223,betano,San Antonio Spurs Minnesota Timberwolves,Luke Kornet,luke kornet,san antonio spurs minnesota timberwolves,Luke Kornet,1628436,SAS,San Antonio Spurs @ Minnesota Timberwolves,san antonio spurs minnesota timberwolves,1,1,Rebotes (hitos),4+,REB,over,4,3.5,1.72,5.57665,1.9667,0.854494,0.581395,0.273099,0.469730,46.97,e98dafd23b603225c3f2a150448d7f71c9de7f0a,e98dafd23b603225c3f2a150448d7f71c9de7f0a|5.5766|1.9667
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jared McCain,jared mccain,los angeles lakers oklahoma city thunder,Jared McCain,1642272,OKC,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,Asistencias (hitos),1+,AST,over,1,0.5,1.91,1.53921,1.4546,0.762520,0.523560,0.238959,0.456413,45.64,ae149155ec3401bfe9d053aba8fc0e4610cb92b1,ae149155ec3401bfe9d053aba8fc0e4610cb92b1|1.5392|1.4546
2026-05-12T13:07:45+00:00,20260511_105223,betano,Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,jaxson hayes,los angeles lakers oklahoma city thunder,Jaxson Hayes,1629637,LAL,Los Angeles Lakers @ Oklahoma City Thunder,los angeles lakers oklahoma city thunder,1,1,RA (hitos),5+,RA,over,5,4.5,2.3,5.40897,2.6976,0.631924,0.434783,0.197141,0.453425,45.34,ff669de02442424dff069511a31169b626db60a8,ff669de02442424dff069511a31169b626db60a8|5.4090|2.6976
2026-05-12T13:07:45+00:00,20260511_105223,betano,Cleveland Cavaliers Detroit Pistons,Jaylon Tyson,jaylon tyson,cleveland cavaliers detroit pistons,Jaylon Tyson,1642281,CLE,Cleveland Cavaliers @ Detroit Pistons,cleveland cavaliers detroit pistons,1,1,PRA (hitos),13+,PRA,over,13,12.5,2.27,14.7124,6.1893,0.639622,0.440529,0.199094,0.451942,45.19,4e4bad975fdf6896bc6fdd9820dffefe844be890,4e4bad975fdf6896bc6fdd9820dffefe844be890|14.7124|6.1893
