created_at_utc,snapshot_id,book,partido,jugador,player_norm,game_norm,pred_player,player_id,team,pred_game,pred_game_norm,game_match,team_game_match,mercado_raw,linea_raw,stat_key,side,threshold,model_line,odds_decimal,pred_mean,pred_std,prob_model,prob_implied,edge_prob,ev,ev_pct,row_uid,pick_uid,hit_l5,n_l5,hit_l10,n_l10,hr_l5,hr_l10,hit_rate,keep_reason
2026-05-21T17:56:48+00:00,20260519_195026,betano,New York Knicks Cleveland Cavaliers,Jose Alvarado,jose alvarado,new york knicks cleveland cavaliers,Jose Alvarado,1630631.0,NYK,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,Puntos (hitos),3+,PTS,over,3,2.5,1.5,6.88511,4.8341,0.817828,0.666667,0.151162,0.226743,22.67,e0bd60a79b17d65ef8f5cc253f7add61154ab4d4,e0bd60a79b17d65ef8f5cc253f7add61154ab4d4|6.8851|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,De'Aaron Fox,de aaron fox,oklahoma city thunder san antonio spurs,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),14+,PTS,over,14,13.5,1.75,15.5216,4.8341,0.662099,0.571429,0.090671,0.158673,15.87,6e8f426dbb50af2dbdbcadb3f9ea338d2ad183cc,6e8f426dbb50af2dbdbcadb3f9ea338d2ad183cc|15.5216|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,De'Aaron Fox,de aaron fox,oklahoma city thunder san antonio spurs,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),13+,PTS,over,13,12.5,1.55,15.5216,4.8341,0.734035,0.645161,0.088874,0.137754,13.78,6892e884786c1a3731c130f89db9bee909f9d550,6892e884786c1a3731c130f89db9bee909f9d550|15.5216|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,De'Aaron Fox,de aaron fox,oklahoma city thunder san antonio spurs,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),12+,PTS,over,12,11.5,1.4,15.5216,4.8341,0.797275,0.714286,0.082989,0.116185,11.62,85c3b901ff3b4eef882051627e9cc45171600f56,85c3b901ff3b4eef882051627e9cc45171600f56|15.5216|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,New York Knicks Cleveland Cavaliers,Jose Alvarado,jose alvarado,new york knicks cleveland cavaliers,Jose Alvarado,1630631.0,NYK,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,Puntos (hitos),2+,PTS,over,2,1.5,1.28,6.88511,4.8341,0.867357,0.781250,0.086107,0.110217,11.02,e9e1c9cf491165f7758ae015d2c1f46fa554813c,e9e1c9cf491165f7758ae015d2c1f46fa554813c|6.8851|4.8341,5,5,9,10,1.000000,0.900000,5/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,Ajay Mitchell,ajay mitchell,oklahoma city thunder san antonio spurs,Ajay Mitchell,1642349.0,OKC,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Puntos (hitos),9+,PTS,over,9,8.5,1.44,14.5297,4.8341,0.893861,0.694444,0.199417,0.287160,28.72,d2a86a1d4fbc4bd4b69e640c368a1510bf1fc9fb,d2a86a1d4fbc4bd4b69e640c368a1510bf1fc9fb|14.5297|4.8341,4,5,9,10,0.800000,0.900000,4/5 | 9/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,De'Aaron Fox,de aaron fox,oklahoma city thunder san antonio spurs,De'Aaron Fox,1628368.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),3+,REB,over,3,2.5,1.53,4.54675,1.9667,0.850994,0.653595,0.197399,0.302020,30.20,9226ccb27c69498046615df210dbda79054915b2,9226ccb27c69498046615df210dbda79054915b2|4.5468|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,Ajay Mitchell,ajay mitchell,oklahoma city thunder san antonio spurs,Ajay Mitchell,1642349.0,OKC,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),3+,REB,over,3,2.5,1.44,4.32948,1.9667,0.823873,0.694444,0.129429,0.186377,18.64,10ec8443d6eb1ec1e75e740a4d89eebe2ec0818c,10ec8443d6eb1ec1e75e740a4d89eebe2ec0818c|4.3295|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,Cason Wallace,cason wallace,oklahoma city thunder san antonio spurs,Cason Wallace,1641717.0,OKC,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),2+,REB,over,2,1.5,1.25,3.61783,1.9667,0.859226,0.800000,0.059226,0.074032,7.40,4a42096e91ddd2e17ef3dfe221899112aeac59b0,4a42096e91ddd2e17ef3dfe221899112aeac59b0|3.6178|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,HR_4_5_CONF
2026-05-21T17:56:48+00:00,20260519_195026,betano,New York Knicks Cleveland Cavaliers,James Harden,james harden,new york knicks cleveland cavaliers,James Harden,201935.0,CLE,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,Rebotes (hitos),4+,REB,over,4,3.5,1.39,4.87957,1.9667,0.758494,0.719424,0.039069,0.054306,5.43,15a7a80bcc126c8fa90d875cba0378c034340185,15a7a80bcc126c8fa90d875cba0378c034340185|4.8796|1.9667,4,5,8,10,0.800000,0.800000,4/5 | 8/10,HR_4_5_CONF
2026-05-21T17:56:48+00:00,20260519_195026,betano,Oklahoma City Thunder San Antonio Spurs,Dylan Harper,dylan harper,oklahoma city thunder san antonio spurs,Dylan Harper,1642844.0,SAS,San Antonio Spurs @ Oklahoma City Thunder,san antonio spurs oklahoma city thunder,1,1,Rebotes (hitos),4+,REB,over,4,3.5,1.53,5.23572,1.9667,0.811261,0.653595,0.157666,0.241230,24.12,544cca6ec7363e56f2c2b06df87ae832a43715d6,544cca6ec7363e56f2c2b06df87ae832a43715d6|5.2357|1.9667,4,5,7,10,0.800000,0.700000,4/5 | 7/10,EV
2026-05-21T17:56:48+00:00,20260519_195026,betano,New York Knicks Cleveland Cavaliers,Jose Alvarado,jose alvarado,new york knicks cleveland cavaliers,Jose Alvarado,1630631.0,NYK,New York Knicks @ Cleveland Cavaliers,new york knicks cleveland cavaliers,1,1,Triples (hitos),1+,3PM,over,1,0.5,1.8,0.837927,0.9642,0.637008,0.555556,0.081453,0.146615,14.66,21c8729ad5a6e5381b5835cfdb5743ae9c3334d8,21c8729ad5a6e5381b5835cfdb5743ae9c3334d8|0.8379|0.9642,4,5,7,10,0.800000,0.700000,4/5 | 7/10,EV
